model_version,experiment,condition,seed,cond_recover_at,config_id,PERSONALITY_WEIGHT,TRAIT_DRIFT,TRAIT_SATURATION,LANDMARK_BONUS,HARDSHIP_MAX_BOOST,FLOOR_DECAY_PER_DAY,LANDMARK_PERMANENT,GOAL_BONUS,GOAL_OFF_TASK,GOAL_SWITCH_MARGIN,GOAL_MIN_DAYS,GOAL_REFRACTORY,GOAL_STALL_DAYS,GOAL_SLACK_FOOD,GOAL_SLACK_COND,n_move,n_stay,dead_move,dead_stay,ratio_move,logratio_move,ratio_stay,goal_ratio_move,keep
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,249,32.679575,0.700966,0.440696,15.451536,27.320584,0.258093,0.184758,17.453922,13.684978,0.170282,3,7,7,3.195173,60.054079,286,225,0.0467,0.25,0.91991,-0.07248,1.06891,0.94068,0.86061
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,251,27.903665,1.139252,0.674948,19.46662,24.948001,0.554692,0.277514,18.981297,16.983891,0.173842,4,9,7,2.892225,64.951737,283,220,0.0567,0.2667,1.13094,0.13075,1.21588,0.95568,0.93015
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,252,23.935813,0.907062,0.037471,49.333844,19.342088,0.438847,0.328553,41.04653,25.384749,0.416714,3,3,5,4.944002,98.926622,238,216,0.2067,0.28,1.10936,0.08782,1.25113,0.97341,0.88668
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,253,49.016308,0.642395,0.924897,12.567301,41.961355,0.428463,0.172744,19.302408,10.451721,0.38384,4,7,6,2.193672,89.079364,282,196,0.06,0.3467,0.91334,-0.07192,1.04729,0.95391,0.8721
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,254,21.772338,0.834345,0.580126,21.284807,21.184794,0.36413,0.537633,32.917093,19.917295,0.193678,3,11,4,2.72507,77.041886,292,261,0.0267,0.13,0.9972,-0.00792,1.31351,0.90246,0.75919
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,255,18.946557,1.664506,0.667519,27.619981,15.845939,0.174284,0.189597,19.022338,23.863704,0.457787,1,6,5,7.013865,82.883935,283,206,0.0567,0.3133,1.09656,0.10652,1.25293,1.00322,0.8752
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,257,29.738593,0.715843,0.520661,13.561486,17.506811,0.501329,0.450926,19.493764,8.735283,0.384769,1,12,2,2.529534,97.371761,290,236,0.0333,0.2133,1.15041,0.14178,1.18361,0.94064,0.97195
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,259,17.786581,0.978676,0.177095,17.17857,22.11861,0.268233,0.548423,30.897348,8.44543,0.392281,2,4,4,2.39539,71.071865,290,260,0.0333,0.1333,0.99736,-0.0132,1.34507,0.87154,0.7415
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,260,27.706252,0.649376,0.122255,24.267092,11.575809,0.438227,0.434288,24.840844,8.002054,0.351778,3,11,7,3.534342,65.689382,290,240,0.0333,0.2,1.09689,0.07645,1.25065,0.98042,0.87706
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,261,30.325537,1.49508,0.036407,14.553614,11.372698,0.243263,0.453151,28.941085,27.771699,0.348064,3,7,2,7.186053,77.31119,280,212,0.0667,0.2933,1.34142,0.28808,1.45729,0.9455,0.92049
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,262,16.908459,0.771585,0.733665,49.731844,15.288781,0.437776,0.26207,57.917338,14.52587,0.174921,4,7,3,2.235314,95.000089,290,266,0.0333,0.1133,1.01315,0.00993,1.26301,1.0379,0.80217
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,263,34.132531,0.843667,0.160045,19.405856,20.787629,0.669995,0.429841,22.960905,16.23687,0.383181,1,9,6,5.79279,93.174293,281,216,0.0633,0.28,1.26331,0.23514,1.3621,1.05484,0.92747
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,264,27.732993,0.642293,0.910996,17.388405,29.974093,0.657299,0.455176,30.698415,15.288326,0.247085,1,8,4,6.177244,80.415493,288,238,0.04,0.2067,1.17495,0.14381,1.32299,0.99952,0.8881
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,265,19.820713,1.177689,0.593174,13.970494,24.184028,0.220844,0.384377,47.679536,7.137213,0.234755,4,4,6,5.857348,77.964289,294,274,0.02,0.0867,0.98545,-0.02052,1.34814,0.93494,0.73097
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,266,22.42891,0.608381,0.790885,46.230239,35.208922,0.244258,0.411542,38.154406,8.390066,0.142961,3,6,2,2.594761,92.299237,293,265,0.0233,0.1167,1.02588,0.02881,1.19792,1.01609,0.85638
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,267,31.369201,1.769955,0.544963,15.851854,22.21824,0.687358,0.124548,16.365331,24.06424,0.380627,3,5,6,2.185585,65.152843,283,202,0.0567,0.3267,1.03636,0.03132,1.09605,0.94918,0.94554
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,268,26.769893,1.639747,0.573787,17.934856,18.819093,0.210185,0.265303,30.289912,25.096318,0.210609,4,11,2,7.118986,92.810839,286,230,0.0467,0.2333,1.27997,0.23021,1.42441,0.97005,0.8986
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,270,31.633671,0.89865,0.438498,20.095943,25.983792,0.222548,0.130948,46.184388,11.146014,0.42632,3,10,6,5.682007,78.543018,290,262,0.0333,0.1267,1.02583,0.01852,1.35991,1.09448,0.75434
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,271,28.088779,0.604656,0.552187,37.510751,26.344218,0.287698,0.758438,22.636936,13.023243,0.223426,2,6,8,6.184476,70.839862,284,229,0.0533,0.2367,1.07504,0.05526,1.13954,1.09193,0.94339
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,274,19.055428,1.790233,0.25476,15.149693,29.09807,0.54798,0.665267,23.35251,18.197632,0.484702,2,4,2,7.648498,62.252534,283,225,0.0567,0.25,1.31759,0.25892,1.41466,0.91533,0.93138
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,276,28.968665,0.724065,0.237888,37.720379,11.020114,0.673977,0.742503,24.121148,8.250686,0.366047,2,8,3,4.210059,95.043027,284,221,0.0533,0.2633,1.10284,0.07708,1.17025,1.00618,0.9424
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,277,46.740012,1.043774,0.611963,15.30474,20.991195,0.634669,0.401381,48.480945,13.105367,0.213377,1,12,8,3.57547,97.911499,151,100,0.4967,0.6667,1.18655,0.12901,1.18817,1.12613,0.99864
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,275,18.993671,2.294101,0.059334,41.277162,19.720703,0.492503,0.481538,38.857219,26.78353,0.126856,2,9,3,2.075717,68.62872,284,241,0.0533,0.1967,1.15721,0.13218,1.29436,0.9555,0.89404
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,278,17.062194,1.060941,0.650272,23.047129,33.069835,0.50499,0.624534,17.167533,9.648381,0.415972,2,9,2,2.504077,81.245834,280,220,0.0667,0.2667,1.05723,0.054,1.13518,0.99004,0.93133
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,279,30.393069,0.617266,0.686741,41.493262,16.435568,0.59792,0.670638,27.981887,26.398037,0.217978,1,6,2,4.404203,73.334657,286,233,0.0467,0.2233,1.13101,0.10764,1.24896,1.09841,0.90556
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,282,33.383183,1.816783,0.192256,29.776332,21.176503,0.26877,0.730742,37.083897,19.546956,0.214936,2,5,5,3.860648,65.282816,66,60,0.78,0.8,1.41075,0.33876,1.16705,1.14493,1.20881
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,281,29.107909,0.689465,0.106515,13.569456,15.293648,0.402777,0.382225,49.910513,23.319129,0.266831,3,12,8,7.446659,98.075861,294,270,0.02,0.1,1.07539,0.05466,1.33834,1.02854,0.80352
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,284,18.539818,1.35567,0.59696,26.586087,23.192529,0.550378,0.187799,17.694482,26.583601,0.197965,4,11,2,3.265162,67.561564,284,216,0.0533,0.28,0.99758,-0.00407,1.1173,1.01747,0.89284
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,290,45.318145,1.053816,0.437992,18.800517,23.990643,0.69766,0.660019,16.52193,15.496563,0.283613,2,5,3,5.930076,94.773927,69,,0.77,,0.8999,-0.06775,,0.92694,
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,288,43.933155,0.818941,0.422541,14.334204,16.205077,0.662732,0.527957,32.296343,7.98573,0.260442,2,9,6,2.764332,95.339499,269,203,0.1033,0.3233,1.19211,0.16235,1.25509,1.07272,0.94982
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,289,24.897454,1.361968,0.398349,12.692417,11.577132,0.285089,0.381813,50.786159,10.71198,0.299163,4,11,4,2.398456,65.270264,293,268,0.0233,0.1067,0.9832,-0.0271,1.36886,0.97691,0.71827
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,291,25.700327,0.911476,0.771652,35.298806,43.513988,0.219197,0.419082,42.907289,20.652147,0.400172,3,12,5,4.654818,91.363349,294,261,0.02,0.13,0.99445,-0.01052,1.28824,1.05796,0.77194
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,293,30.683417,1.619091,0.746083,28.825685,13.46288,0.246927,0.220991,22.514164,26.294714,0.156988,1,10,7,2.548535,66.281234,285,203,0.05,0.3233,1.34276,0.28282,1.27975,1.10455,1.04923
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,292,16.516572,0.829032,0.971351,34.036676,17.137676,0.417377,0.499967,35.912302,19.557753,0.442907,3,7,6,5.12518,79.442406,295,270,0.0167,0.1,0.96088,-0.038,1.26687,0.93183,0.75846
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,295,40.156666,1.488053,0.130793,13.384998,11.236278,0.500594,0.687967,47.722458,20.950017,0.272741,4,4,6,4.16772,75.21658,241,147,0.1967,0.51,1.24891,0.20973,1.19982,0.96956,1.04091
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,297,28.978687,1.790287,0.041728,36.137876,11.446213,0.237759,0.284075,18.363775,9.053423,0.344594,4,8,8,6.966214,92.499427,86,,0.7133,,1.08076,0.05003,,0.97104,
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,298,49.523954,1.081021,0.736301,12.677625,36.122312,0.693051,0.745016,44.988532,8.73064,0.127596,3,10,7,4.5257,96.31829,122,81,0.5933,0.73,1.2325,0.19779,1.16442,1.20579,1.05847
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,299,18.2456,1.55492,0.811151,28.268788,34.877325,0.553843,0.375568,18.552634,15.861474,0.260009,2,3,2,4.562935,91.615227,286,220,0.0467,0.2667,1.03007,0.04019,1.1423,0.94867,0.90175
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,300,21.714569,1.527379,0.324538,13.861534,15.83996,0.270445,0.124846,61.132192,11.858476,0.200094,1,5,2,4.166343,70.027438,297,272,0.01,0.0933,1.01348,-0.00523,1.3953,1.13686,0.72635
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,303,35.698509,2.259163,0.082376,18.90296,31.532733,0.381955,0.240923,23.473645,13.483139,0.341671,3,8,6,2.395331,60.520818,247,94,0.1767,0.6867,2.33336,1.00253,1.81477,1.08986,1.28576
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,306,35.096716,1.134635,0.787152,40.492816,29.931143,0.194646,0.394793,32.193046,22.691685,0.200584,3,12,6,2.110927,95.724838,70,,0.7667,,1.39357,0.31061,,1.24378,
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,307,45.513844,0.741677,0.259038,24.513373,36.098376,0.204701,0.588619,43.917852,13.830674,0.463629,3,4,7,6.781063,75.247281,77,,0.7433,,1.11218,0.06765,,1.0409,
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,304,20.431049,0.845238,0.031598,24.923935,29.571662,0.242198,0.729244,42.849121,14.725962,0.161727,4,12,7,4.496618,89.800011,293,272,0.0233,0.0933,0.97339,-0.02144,1.30896,1.0033,0.74363
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,305,37.287377,0.797106,0.454577,27.673016,20.349906,0.561005,0.672579,31.13238,7.469091,0.140451,3,3,5,3.191658,86.26838,276,212,0.08,0.2933,1.1602,0.12932,1.14697,1.05966,1.01153
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,308,26.044212,2.383901,0.799314,37.870753,11.772421,0.349565,0.356398,59.559338,7.111893,0.131373,1,8,4,3.771606,63.483453,282,212,0.06,0.2933,1.19274,0.17234,1.23608,0.92921,0.96493
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,309,28.390923,1.18055,0.416707,21.075819,37.75385,0.403228,0.574513,46.096897,8.052572,0.232557,4,9,3,2.688342,72.671925,289,262,0.0367,0.1267,1.05441,0.04777,1.33116,1.06117,0.7921
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,310,20.398593,1.124159,0.450072,22.070319,11.341379,0.452147,0.741498,38.093659,7.20107,0.481291,4,4,5,6.72077,69.262392,294,267,0.02,0.11,0.99326,-0.02113,1.22403,0.85893,0.81147
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,312,15.704247,2.085645,0.022824,17.733436,27.320277,0.239246,0.495883,32.101914,24.180558,0.276853,3,9,7,4.724568,61.104477,291,252,0.03,0.16,1.08553,0.06352,1.31417,0.82048,0.82602
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,311,32.154592,0.650563,0.144845,25.133365,28.274278,0.248481,0.262746,40.350024,27.763142,0.156778,1,11,3,3.652168,84.001281,292,245,0.0267,0.1833,1.05051,0.0454,1.31425,1.09345,0.79932
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,313,31.922932,0.996121,0.480335,17.076829,15.07318,0.178185,0.335382,35.367667,25.831937,0.161433,3,8,5,6.354801,86.469299,290,250,0.0333,0.1667,1.12475,0.10158,1.38246,1.01286,0.81358
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,315,27.761324,0.69907,0.666656,27.590553,13.505885,0.2716,0.606071,39.213905,10.551994,0.167517,2,11,8,4.493929,94.549304,290,254,0.0333,0.1533,1.00296,0.00355,1.28114,1.10284,0.78286
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,317,27.24129,0.851311,0.238723,34.660991,22.216709,0.292482,0.556486,21.409407,23.33957,0.161534,1,6,2,2.951217,70.578885,284,227,0.0533,0.2433,1.18583,0.16268,1.27007,1.02752,0.93367
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,319,40.252891,0.754355,0.135286,21.684197,13.263735,0.419497,0.619153,36.247621,16.195723,0.366451,4,3,4,2.571549,98.113302,278,211,0.0733,0.2967,1.1113,0.07668,1.19985,1.01422,0.9262
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,321,37.100834,0.853767,0.422655,12.710302,18.359104,0.382108,0.605962,21.573656,9.814358,0.398587,1,8,7,4.068127,70.836399,284,226,0.0533,0.2467,1.14601,0.13708,1.18265,0.99335,0.96901
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,322,19.65504,1.610186,0.966064,21.708466,12.889879,0.346563,0.169193,27.120402,13.118389,0.444435,3,9,2,2.763827,83.76831,291,243,0.03,0.19,1.1014,0.07624,1.31148,0.87761,0.83981
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,325,18.670736,1.063216,0.553585,29.03717,21.947126,0.21976,0.776905,28.72978,26.650036,0.185297,3,7,8,3.114391,73.261603,292,253,0.0267,0.1567,1.02397,0.01308,1.30977,0.9352,0.78179
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,328,17.934725,1.199574,0.090821,18.325324,16.258049,0.523546,0.565326,17.335529,8.986615,0.358495,3,3,5,3.215741,98.834856,284,222,0.0533,0.26,1.01175,0.02882,1.13506,0.88592,0.89137
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,331,51.494837,0.83786,0.19195,15.407446,14.390428,0.184373,0.498681,16.908727,7.276302,0.214412,3,11,8,5.244663,80.223125,67,,0.7767,,0.82513,-0.15645,,0.77048,
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,327,17.00069,0.894072,0.333506,25.836074,14.27194,0.235701,0.544687,45.779841,16.831316,0.267564,2,12,2,4.866269,61.121714,296,268,0.0133,0.1067,0.99101,-0.01821,1.28773,0.93032,0.76958
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,333,31.81724,2.234959,0.79085,28.485666,12.105661,0.389834,0.435035,22.110437,9.210664,0.148078,2,10,2,3.405401,80.008577,212,100,0.2933,0.6667,1.62797,0.51599,1.40801,1.11337,1.15622
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,334,31.8566,0.889229,0.54344,17.139559,35.961487,0.558396,0.219161,25.817793,9.882341,0.216222,2,12,4,4.392185,63.173796,286,237,0.0467,0.21,1.17301,0.14876,1.28905,1.00054,0.90998
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,335,29.716226,0.634402,0.21971,14.361568,28.716264,0.353567,0.424321,30.177186,20.826717,0.306483,1,7,3,3.64325,68.958097,290,247,0.0333,0.1767,1.09887,0.07808,1.33539,0.90824,0.82288
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,336,26.439113,0.911589,0.921882,19.750523,16.94844,0.198278,0.585964,32.454136,9.390905,0.277729,4,5,4,5.057797,87.743781,290,247,0.0333,0.1767,1.07863,0.06358,1.29641,0.89598,0.83201
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,338,18.710925,1.42164,0.432065,34.89641,18.618477,0.681457,0.464293,34.763692,9.069703,0.416697,1,9,2,6.231391,60.402187,285,236,0.05,0.2133,1.12607,0.09765,1.30425,0.99193,0.86339
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,339,38.358905,0.90069,0.014238,17.373998,12.407402,0.228841,0.237638,60.533403,10.954429,0.244293,3,6,7,6.779539,83.905028,293,249,0.0233,0.17,1.05567,0.03794,1.29757,1.0015,0.81357
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,341,19.677146,0.661502,0.228618,45.162599,11.57787,0.52457,0.320364,19.163463,12.573835,0.15656,3,9,5,4.480754,81.722001,281,230,0.0633,0.2333,0.98444,-0.0146,1.10039,1.01108,0.89463
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,340,25.495903,1.099186,0.23084,13.385554,22.022375,0.259017,0.195462,46.119159,17.341774,0.151213,1,3,8,2.483442,85.468951,293,259,0.0233,0.1367,1.03646,0.04439,1.43268,1.19241,0.72344
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,343,28.176202,1.624152,0.54508,31.184224,36.192886,0.298041,0.511994,38.656931,19.219166,0.149804,1,5,3,3.095113,66.675485,287,223,0.0433,0.2567,1.15588,0.14124,1.13153,1.03264,1.02153
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,345,27.898475,2.146133,0.776423,24.709972,35.397862,0.252379,0.799763,31.653928,27.816038,0.27899,1,3,3,4.659277,92.82354,286,218,0.0467,0.2733,1.43498,0.37441,1.45164,1.09738,0.98852
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,346,42.039117,0.965416,0.919858,23.995142,19.844213,0.181948,0.248819,46.474435,13.394155,0.430187,4,12,5,2.451111,78.947525,245,180,0.1833,0.4,1.16786,0.14573,1.32283,1.17554,0.88285
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,348,16.955465,1.419094,0.262626,22.436019,21.228944,0.218978,0.298905,39.857411,24.655556,0.28359,2,6,2,3.907716,99.64193,294,268,0.02,0.1067,0.94672,-0.06123,1.36074,0.88158,0.69574
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,350,34.979156,0.690309,0.248918,14.597402,11.868205,0.318702,0.500171,50.681536,18.285816,0.191511,3,11,3,2.843485,72.573253,295,267,0.0167,0.11,1.04226,0.04076,1.36013,1.15226,0.76629
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,351,44.174298,0.608504,0.258277,23.241485,20.681349,0.266295,0.392467,39.104254,13.362203,0.44336,4,6,2,7.830513,92.243212,255,186,0.15,0.38,1.13218,0.11054,1.20892,1.03243,0.93653
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,352,19.214135,1.631966,0.042697,47.819584,35.064176,0.390746,0.390831,48.230654,14.758082,0.381971,2,4,3,2.374878,76.38263,275,230,0.0833,0.2333,1.01826,0.03301,1.13962,1.10754,0.89351
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,353,18.139868,0.844613,0.865658,34.506832,24.107455,0.311053,0.65018,22.096706,21.710102,0.213017,1,3,5,4.415777,69.953248,284,229,0.0533,0.2367,1.10051,0.07534,1.22005,0.95238,0.90202
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,354,19.096394,0.722077,0.887258,29.695236,14.891912,0.266139,0.238225,36.503564,15.322602,0.136583,4,6,2,2.783966,78.849323,293,270,0.0233,0.1,0.94393,-0.04005,1.29168,0.95344,0.73078
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,356,38.963422,2.25277,0.851684,13.147991,12.194713,0.266987,0.464872,57.702639,9.287165,0.202462,1,6,7,2.616455,81.110644,287,203,0.0433,0.3233,1.26685,0.23056,1.23322,1.04568,1.02727
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,357,39.322649,0.653937,0.614073,22.705288,15.596311,0.54078,0.210756,20.363238,11.877288,0.189654,2,11,3,2.033198,61.035237,282,231,0.06,0.23,1.08938,0.07992,1.14435,0.98983,0.95196
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,358,30.693558,0.946945,0.899955,15.988597,38.038671,0.285286,0.447261,52.75838,7.903973,0.149031,4,5,4,5.449592,64.735197,293,268,0.0233,0.1067,0.9751,-0.02038,1.23964,1.21193,0.78659
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,359,15.147595,1.432195,0.357462,28.342762,28.192717,0.268917,0.682934,23.843722,16.968186,0.156,4,4,2,2.302766,96.131765,288,247,0.04,0.1767,1.09394,0.06944,1.26531,0.87565,0.86456
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,360,17.927763,0.9344,0.768664,13.518144,30.897749,0.191857,0.1281,35.267478,8.634198,0.194673,3,8,5,7.265118,97.916076,295,268,0.0167,0.1067,1.01192,-0.00443,1.26206,0.942,0.80179
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,362,20.280738,0.833928,0.487863,20.081264,13.264787,0.311,0.660565,29.889273,10.512291,0.311623,3,8,8,2.026553,99.071414,292,254,0.0267,0.1533,1.03742,0.01883,1.31188,0.84911,0.79079
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,361,23.662656,1.170215,0.659289,30.221143,12.128035,0.294084,0.41568,60.600701,16.254063,0.413159,1,8,5,5.804707,78.658366,294,270,0.02,0.1,0.98828,-0.01908,1.36197,1.08778,0.72563
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,363,34.856716,1.595484,0.905524,25.237832,27.986064,0.326269,0.339633,41.401654,24.319672,0.386217,4,9,4,4.146519,71.130432,288,229,0.04,0.2367,1.16891,0.14796,1.31295,1.08013,0.89029
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,365,19.170181,1.607832,0.951204,38.824977,14.327762,0.20142,0.479809,58.589125,17.179927,0.167213,4,8,3,5.722031,70.660798,291,269,0.03,0.1033,0.99933,0.00037,1.31798,0.95409,0.75823
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,368,19.4312,1.187658,0.715194,16.576343,23.380771,0.181032,0.7515,33.681819,10.621651,0.361066,1,8,5,4.131492,76.521768,288,246,0.04,0.18,1.04491,0.03453,1.29902,0.88695,0.80439
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,369,23.610102,0.815068,0.786843,29.294012,16.952312,0.415493,0.473147,29.082059,14.843351,0.194319,3,8,6,7.979488,70.763821,290,245,0.0333,0.1833,1.05273,0.02818,1.26069,0.94448,0.83505
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,372,25.641635,1.474323,0.042174,31.733291,12.826686,0.205384,0.416142,32.635495,15.478078,0.22382,2,12,7,2.94482,71.172079,285,232,0.05,0.2267,1.16642,0.14506,1.21176,1.0043,0.96258
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,374,28.811809,1.176645,0.284955,17.647305,22.169488,0.293116,0.607156,25.561926,11.052049,0.332101,2,7,4,2.295857,65.42878,285,235,0.05,0.2167,1.22464,0.18079,1.37662,0.93772,0.8896
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,373,18.875504,2.071091,0.970763,26.955329,14.190484,0.361336,0.616952,25.577432,7.926514,0.373814,3,4,7,3.505196,87.105228,287,234,0.0433,0.22,1.21412,0.18226,1.34079,0.88711,0.90553
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,375,25.16882,1.580818,0.026582,25.594565,15.801426,0.475295,0.752515,55.338523,15.255632,0.196997,1,9,8,2.787749,61.317864,294,259,0.02,0.1367,1.06232,0.04285,1.32006,1.00411,0.80475
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,376,26.995393,0.87976,0.239353,36.424795,16.220798,0.686551,0.32443,29.338601,8.034231,0.312173,4,10,5,7.762473,92.500661,289,224,0.0367,0.2533,1.15565,0.11827,1.24474,1.03432,0.92842
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,378,40.803613,0.899034,0.621942,21.978454,33.64404,0.587764,0.464973,40.502378,17.341103,0.374717,1,12,4,3.988452,98.114082,276,213,0.08,0.29,1.14723,0.13066,1.20083,1.12728,0.95536
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,377,18.156751,0.96029,0.843274,27.882942,26.146014,0.291243,0.47236,54.196775,13.039066,0.237738,2,10,5,2.661232,65.523604,296,277,0.0133,0.0767,0.95461,-0.04951,1.37324,1.21166,0.69515
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,382,22.025676,0.88151,0.669786,16.711542,23.159168,0.457369,0.533743,26.98206,7.641457,0.192322,1,6,8,7.359815,82.35199,284,234,0.0533,0.22,1.14631,0.11665,1.17815,0.95519,0.97297
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,384,39.46832,0.938749,0.623849,33.246281,22.454668,0.519832,0.484862,20.254203,19.057456,0.243939,1,5,4,3.225244,87.585451,86,,0.7133,,1.19407,0.15575,,1.04975,
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,386,28.268889,0.621372,0.536214,12.583123,11.743613,0.423407,0.594557,20.244167,8.88913,0.449356,2,7,4,6.654007,93.156675,286,233,0.0467,0.2233,1.02739,0.01643,1.13458,0.93503,0.90552
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,385,20.044715,1.721585,0.057614,33.686077,14.305736,0.311069,0.588499,62.809528,18.502586,0.487851,3,12,7,6.062524,72.790974,293,268,0.0233,0.1067,1.08578,0.06156,1.42034,1.0069,0.76445
