model_version,experiment,condition,seed,cond_recover_at,config_id,PERSONALITY_WEIGHT,TRAIT_DRIFT,TRAIT_SATURATION,LANDMARK_BONUS,HARDSHIP_MAX_BOOST,FLOOR_DECAY_PER_DAY,LANDMARK_PERMANENT,GOAL_BONUS,GOAL_OFF_TASK,GOAL_SWITCH_MARGIN,GOAL_MIN_DAYS,GOAL_REFRACTORY,GOAL_STALL_DAYS,GOAL_SLACK_FOOD,GOAL_SLACK_COND,n_move,n_stay,dead_move,dead_stay,ratio_move,logratio_move,ratio_stay,goal_ratio_move,keep
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,5,21.833771,1.969766,0.28269,25.649783,12.749148,0.21311,0.120866,17.677738,7.101077,0.138575,2,7,2,5.675307,72.730044,279,205,0.07,0.3167,1.02048,0.0122,1.13992,1.02248,0.89522
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,10,28.331813,1.110731,0.689801,23.347873,31.061663,0.2622,0.336375,23.87791,17.236158,0.410119,1,11,2,7.806472,84.177441,278,211,0.0733,0.2967,1.21835,0.2019,1.24475,1.07098,0.9788
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,6,23.625102,1.096105,0.472868,47.21851,14.260798,0.37529,0.173886,38.191523,8.948511,0.252121,2,5,4,6.472078,76.444127,267,206,0.11,0.3133,1.10549,0.08307,1.27781,0.95615,0.86515
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,2,23.212345,0.932559,0.21243,16.951145,38.063756,0.422111,0.691878,24.676315,8.728556,0.340625,2,11,3,5.044784,74.699895,287,239,0.0433,0.2033,1.11182,0.0923,1.27229,0.97389,0.87387
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,9,18.747317,0.686902,0.539985,43.136796,12.605166,0.227772,0.269257,22.887431,23.627955,0.335357,1,4,3,3.769373,99.809755,284,242,0.0533,0.1933,1.04278,0.02285,1.22603,1.02041,0.85053
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,4,25.154615,0.769655,0.760289,21.769504,31.550613,0.198468,0.563354,47.986604,9.083203,0.200932,3,10,3,7.160266,91.145089,296,270,0.0133,0.1,0.98718,-0.01143,1.3074,1.07324,0.75507
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,11,40.22688,1.018294,0.880937,31.081376,14.487193,0.283732,0.583243,55.562744,21.330327,0.352708,3,3,4,2.866245,61.257664,161,97,0.4633,0.6767,1.24471,0.21098,1.28548,0.96246,0.96828
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,13,19.506919,1.142289,0.221622,16.494325,29.992281,0.616785,0.270892,41.137083,17.846454,0.249047,1,5,8,4.730534,97.955555,289,254,0.0367,0.1533,1.04975,0.0235,1.3996,1.00592,0.75004
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,15,35.928397,1.170451,0.374664,22.588404,22.825695,0.494624,0.306565,25.207608,7.606633,0.1376,3,7,8,2.344858,81.023228,256,178,0.1467,0.4067,1.27109,0.25957,1.22931,1.12013,1.03399
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,16,23.018918,1.013088,0.597262,34.284415,29.26996,0.686355,0.767435,20.10395,23.838518,0.253907,2,4,5,7.201216,62.613152,280,221,0.0667,0.2633,1.08088,0.08712,1.18552,0.97146,0.91174
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,14,37.556942,0.892202,0.443531,18.443254,43.228754,0.201926,0.253875,61.510385,21.651224,0.20896,1,4,4,2.586094,96.821702,296,260,0.0133,0.1333,0.95856,-0.01703,1.09933,1.06958,0.87195
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,20,48.312001,1.145535,0.394787,13.681801,22.199374,0.310185,0.415836,56.822041,24.237236,0.185839,2,12,3,7.193108,94.42357,80,70,0.7333,0.7667,1.08789,0.06362,1.23543,1.05058,0.88058
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,18,27.0934,0.720513,0.383719,31.180024,26.935944,0.251485,0.438308,19.974841,25.969094,0.285338,1,11,7,3.758956,87.624487,280,223,0.0667,0.2567,1.06224,0.05952,1.21174,0.97824,0.87663
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,21,23.44883,1.00537,0.660358,22.701889,19.190283,0.421483,0.309541,20.32543,7.870631,0.497546,3,12,2,6.520653,97.246146,285,223,0.05,0.2567,1.09786,0.09069,1.15203,1.01738,0.95298
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,19,16.419757,1.491883,0.421028,30.241294,16.303444,0.53835,0.210955,32.977211,7.954275,0.180318,1,4,4,7.067677,66.688853,287,233,0.0433,0.2233,1.17514,0.13647,1.26277,0.92624,0.93061
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,17,35.780225,1.932244,0.5074,14.049117,26.95851,0.184445,0.777996,39.649536,7.281801,0.435732,3,12,6,2.369079,98.28505,288,220,0.04,0.2667,1.49632,0.39069,1.46716,1.13689,1.01987
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,23,29.919763,0.674431,0.146301,25.211038,17.734772,0.463239,0.132629,24.06346,26.497507,0.474295,2,10,4,7.128474,71.882227,285,230,0.05,0.2333,1.09027,0.07255,1.25937,0.96854,0.86573
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,24,40.212753,1.222193,0.542994,13.177098,24.797441,0.231028,0.644599,16.359009,12.090809,0.130359,1,4,8,2.173013,73.912572,269,190,0.1033,0.3667,1.01078,0.04064,1.04582,0.98334,0.96649
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,26,18.496655,1.20345,0.577555,24.547398,14.936487,0.527645,0.743028,25.192314,13.37671,0.313036,4,12,5,2.778392,73.970607,290,244,0.0333,0.1867,1.12545,0.0988,1.26369,0.90643,0.8906
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,27,21.575163,1.213039,0.397821,46.407311,22.652934,0.404787,0.67088,29.484082,27.694734,0.219724,4,9,7,2.288718,85.049694,279,207,0.07,0.31,1.12817,0.11201,1.23512,1.2018,0.91341
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,28,31.615202,0.718756,0.180876,40.266522,11.211276,0.565256,0.748379,27.28092,15.994225,0.301877,4,4,6,2.440378,70.430634,233,174,0.2233,0.42,1.1225,0.09198,1.23095,1.08333,0.91189
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,29,33.186512,0.992491,0.551598,13.702578,21.552602,0.440387,0.387224,55.155865,10.88395,0.217941,1,7,5,4.62728,89.577545,293,259,0.0233,0.1367,1.08168,0.06872,1.32641,1.30177,0.81549
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,31,43.032616,0.686078,0.829777,40.384754,12.714,0.325416,0.378501,18.2045,23.914741,0.345807,3,6,3,6.749742,93.318999,79,,0.7367,,0.97155,-0.00735,,0.98255,
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,33,25.959062,0.892201,0.831312,33.51006,32.430141,0.177591,0.116611,25.555274,8.05735,0.289395,3,12,2,4.021511,69.406065,286,237,0.0467,0.21,1.12243,0.0994,1.23695,1.06896,0.90742
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,30,17.82798,2.264901,0.597953,27.332263,43.724479,0.456034,0.755305,40.608791,14.914252,0.157719,1,8,3,2.023643,93.734983,292,250,0.0267,0.1667,1.05428,0.04341,1.37743,0.98323,0.7654
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,34,17.549705,1.545704,0.793586,19.683148,26.49286,0.55329,0.221367,29.042654,17.762987,0.484707,3,8,5,4.321155,84.773432,291,251,0.03,0.1633,1.08163,0.06733,1.28933,0.8385,0.83891
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,37,52.204825,0.737271,0.748634,20.294554,12.872214,0.657634,0.491631,47.840753,8.216032,0.188408,1,7,6,2.504747,78.258569,101,,0.6633,,1.34706,0.27431,,1.22461,
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,35,31.185757,1.757593,0.812663,36.386264,13.986681,0.58742,0.530122,52.168899,7.606011,0.152198,3,11,8,4.158212,67.746489,163,119,0.4567,0.6033,1.26419,0.21863,1.28124,0.99845,0.98669
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,36,28.385722,1.676745,0.350648,12.80291,29.275505,0.307105,0.372507,23.776435,9.745402,0.241824,4,7,2,6.238798,61.666604,283,215,0.0567,0.2833,1.3823,0.32781,1.4336,0.99424,0.96421
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,38,15.135161,2.014592,0.63888,35.38425,19.43039,0.289529,0.655938,40.196565,24.536355,0.204466,1,9,3,7.656859,63.320017,286,233,0.0467,0.2233,1.14398,0.11167,1.32623,0.94461,0.86258
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,40,32.460452,0.640662,0.127646,29.997898,11.183558,0.274525,0.443854,61.798839,12.47535,0.225688,3,6,5,5.720071,64.176439,295,265,0.0167,0.1167,0.98354,-0.01012,1.25036,0.96008,0.7866
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,41,32.928051,1.583063,0.425475,13.490778,27.609993,0.174922,0.717464,46.492178,18.067508,0.463884,1,4,7,6.22287,71.010371,288,237,0.04,0.21,1.21366,0.18271,1.27206,1.14429,0.95409
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,43,22.293816,1.567621,0.658455,21.037441,21.815975,0.285151,0.798856,21.09968,9.281348,0.134864,2,8,2,5.989049,86.327196,284,224,0.0533,0.2533,1.23537,0.204,1.26475,1.01085,0.97677
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,44,26.904447,0.750299,0.970335,43.459848,13.790121,0.509137,0.370801,17.590544,7.878221,0.218408,1,9,8,7.839067,81.844676,275,200,0.0833,0.3333,0.9705,-0.02079,1.0383,0.95298,0.9347
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,46,34.238511,2.14218,0.677353,15.548298,29.406257,0.422153,0.573339,21.001124,15.178612,0.14831,3,4,7,4.266616,87.73507,283,194,0.0567,0.3533,1.82335,0.66227,1.62063,1.04544,1.12509
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,47,15.437094,1.161949,0.786626,21.347185,18.060373,0.294013,0.406813,20.290471,8.347385,0.158879,3,5,3,2.775976,62.395294,289,243,0.0367,0.19,1.01836,0.01596,1.16101,0.90741,0.87714
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,49,19.449917,0.830004,0.929744,17.397561,25.825354,0.201517,0.142775,18.373181,9.44023,0.153345,1,5,3,7.430352,96.877027,281,209,0.0633,0.3033,1.01493,0.03751,1.1157,0.96058,0.90968
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,50,17.964518,0.762121,0.308451,16.647191,14.391828,0.557641,0.726685,46.787734,13.96811,0.171489,2,9,6,7.252034,98.017919,293,269,0.0233,0.1033,0.99327,-0.01133,1.2808,0.86581,0.77551
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,51,32.436941,0.65506,0.866412,25.362956,34.383792,0.287901,0.488259,55.045076,8.943697,0.385764,3,12,7,6.932566,83.136239,295,270,0.0167,0.1,0.9932,-0.01649,1.33741,1.12322,0.74263
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,52,29.827041,0.757936,0.488455,12.944157,23.706526,0.411827,0.316743,39.569943,20.348475,0.183594,1,5,8,4.533689,69.145992,290,249,0.0333,0.17,1.07785,0.05544,1.38811,1.05231,0.77649
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,53,23.095389,0.845413,0.088135,48.706819,14.29549,0.29968,0.332382,26.479326,9.327314,0.141157,1,6,4,3.842379,75.12436,249,180,0.17,0.4,1.09097,0.07163,1.22257,0.98904,0.89236
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,55,38.569647,1.091816,0.579936,26.569686,32.987213,0.24663,0.26836,57.19975,12.062252,0.170183,1,8,4,2.029138,71.800606,214,171,0.2867,0.43,1.18045,0.17254,1.27194,1.00864,0.92807
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,56,38.049108,0.825784,0.796672,13.475107,40.371207,0.219184,0.71383,28.248144,12.085547,0.144626,1,10,5,4.253654,71.955493,288,245,0.04,0.1833,1.21077,0.18208,1.34037,1.07166,0.90331
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,57,29.544712,1.006502,0.028628,36.600518,30.346678,0.390746,0.247796,20.270512,24.886588,0.235645,3,9,6,3.543966,86.419449,192,145,0.36,0.5167,1.07883,0.07362,1.18868,0.98566,0.90758
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,58,38.678387,1.725282,0.423298,16.443844,12.975534,0.191773,0.536496,21.611482,23.134592,0.292957,4,3,3,4.336628,92.503471,214,86,0.2867,0.7133,1.66219,0.56446,1.66739,1.10931,0.99688
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,59,25.661915,1.457599,0.675855,29.44106,39.656234,0.224835,0.459815,38.063463,11.079358,0.136384,2,12,5,2.109304,70.274279,287,251,0.0433,0.1633,1.08581,0.06662,1.32203,1.11143,0.82133
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,60,17.36278,0.702894,0.832792,48.357756,16.128101,0.250831,0.125299,55.629669,15.353786,0.405297,2,10,8,4.508903,61.724344,294,276,0.02,0.08,0.98362,-0.02658,1.32736,1.0661,0.74104
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,61,15.726446,0.93484,0.006904,13.384022,24.442185,0.366502,0.6285,30.906098,14.203694,0.359512,3,11,3,4.404677,71.75527,291,259,0.03,0.1367,1.02236,0.01277,1.29121,0.86293,0.79178
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,62,36.139751,1.386405,0.179916,17.593858,11.947273,0.184681,0.653125,22.322808,17.885986,0.204256,3,11,5,5.72246,85.043997,263,148,0.1233,0.5067,1.3949,0.35605,1.45141,1.064,0.96107
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,63,23.901863,1.38933,0.4023,36.539465,24.150661,0.56176,0.409977,20.6768,16.158273,0.330065,4,9,4,4.243151,74.273114,281,202,0.0633,0.3267,1.21706,0.19742,1.27073,1.02603,0.95776
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,64,26.823914,0.873701,0.04708,39.433694,21.577442,0.424264,0.110096,19.644043,16.40915,0.193151,3,3,4,5.104588,70.810173,266,182,0.1133,0.3933,1.06302,0.06151,1.16102,1.01529,0.91559
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,65,25.100867,0.877913,0.272514,17.212514,22.741762,0.59233,0.580242,33.259205,10.92418,0.470269,4,6,6,2.068285,88.143844,289,253,0.0367,0.1567,1.06723,0.04431,1.36647,0.99208,0.78101
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,69,24.214065,2.138496,0.024412,33.55868,25.025037,0.17111,0.612447,49.151021,14.948385,0.498999,2,12,8,3.048488,62.832361,285,242,0.05,0.1933,1.17107,0.14093,1.33422,0.96489,0.87772
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,70,25.099987,0.616634,0.059425,41.796665,11.876543,0.23982,0.298464,18.308792,27.282815,0.160052,3,10,4,4.775341,85.033152,281,218,0.0633,0.2733,0.94196,-0.05973,1.07033,1.00093,0.88007
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,71,34.154346,2.279996,0.534748,20.295389,28.056961,0.269257,0.49461,58.404531,11.861257,0.269348,4,9,2,5.031381,71.026466,285,211,0.05,0.2967,1.264,0.22409,1.26766,0.96307,0.99712
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,73,24.431174,0.933126,0.456746,14.519835,26.935575,0.455232,0.105782,21.823019,25.847747,0.436937,3,11,8,4.748083,65.752813,287,237,0.0433,0.21,1.13407,0.11431,1.27314,0.92604,0.89077
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,72,17.108672,1.487114,0.441036,29.567983,16.28212,0.304597,0.167053,38.655339,22.220583,0.15065,2,3,5,4.18893,61.150288,294,267,0.02,0.11,0.96342,-0.04307,1.26221,0.92839,0.76328
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,74,18.84079,2.007355,0.257445,26.740035,20.325976,0.203657,0.634952,46.003891,7.167884,0.320897,3,7,5,3.157899,65.680244,294,266,0.02,0.1133,1.02111,0.01977,1.32464,0.9263,0.77086
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,76,46.40255,0.675217,0.802441,24.814162,15.374965,0.187338,0.213834,23.718939,12.935259,0.195035,4,8,4,5.706298,94.607852,190,93,0.3667,0.69,1.39867,0.35414,1.2181,1.12359,1.14823
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,77,29.679461,0.751362,0.429406,28.445543,35.537659,0.415196,0.752559,16.794677,13.330313,0.488748,2,10,4,6.082856,86.38492,281,213,0.0633,0.29,0.97557,0.00911,1.09747,1.02224,0.88893
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,78,27.406617,0.670354,0.799594,17.562513,18.139615,0.269432,0.726252,16.601676,16.942142,0.30504,3,6,4,4.198855,66.84503,283,222,0.0567,0.26,0.96586,-0.0236,1.1163,1.01063,0.86523
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,79,21.054594,1.559916,0.470192,16.564728,15.559888,0.666108,0.322426,31.374613,26.431775,0.256614,4,4,5,4.203588,67.840838,289,246,0.0367,0.18,1.12898,0.08933,1.33422,0.86701,0.84617
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,80,21.060853,1.990965,0.703721,21.996588,39.714559,0.600809,0.219377,21.005481,23.790548,0.161947,1,12,3,5.995958,72.156061,281,209,0.0633,0.3033,1.51565,0.43183,1.59973,1.13615,0.94744
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,82,33.892624,0.82155,0.25169,39.204723,19.853327,0.305915,0.498221,25.127191,13.603099,0.379609,4,7,2,2.274166,75.539061,124,107,0.5867,0.6433,1.15839,0.11087,1.22369,1.1099,0.94664
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,83,17.925625,1.819099,0.774241,24.387013,11.243599,0.57549,0.754952,57.111725,25.110913,0.216027,2,5,6,2.039581,67.73521,296,276,0.0133,0.08,1.02288,0.01742,1.32641,1.07711,0.77116
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,84,32.263949,1.019958,0.513765,22.342058,26.80709,0.376876,0.100655,24.908468,10.48939,0.493053,4,12,7,2.792947,89.273107,283,228,0.0567,0.24,1.21468,0.17459,1.27759,1.05068,0.95076
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,86,19.069179,2.02198,0.725054,38.836389,19.288805,0.337285,0.159904,35.752551,15.353357,0.472805,3,12,5,7.324626,94.813764,289,247,0.0367,0.1767,1.1069,0.09421,1.32608,0.99833,0.83471
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,87,21.982729,1.816309,0.951697,40.167547,28.974102,0.42561,0.668639,58.803977,27.685268,0.208498,1,12,8,3.716898,61.185266,293,261,0.0233,0.13,1.03696,0.0305,1.23722,1.05214,0.83813
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,89,20.31652,0.917524,0.354811,49.446073,14.603968,0.565919,0.199075,56.256364,8.993922,0.480642,2,9,7,3.814511,72.550459,292,260,0.0267,0.1333,1.01709,0.01353,1.23481,1.05092,0.82368
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,90,25.705472,0.766228,0.809404,32.943084,29.032805,0.356423,0.714372,25.94525,15.949423,0.405487,2,8,5,2.677086,61.91993,285,244,0.05,0.1867,1.07668,0.05287,1.29421,1.0123,0.83193
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,91,19.415884,0.682323,0.218981,26.263965,27.986282,0.565731,0.330534,35.016129,7.281203,0.196204,3,6,8,4.652137,60.185688,295,270,0.0167,0.1,0.9539,-0.04515,1.27378,0.90702,0.74888
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,92,15.362636,0.701379,0.0848,14.820581,15.248319,0.219843,0.279611,19.73669,15.280083,0.131091,4,5,5,3.580461,92.958574,290,246,0.0333,0.18,0.98419,-0.01927,1.10245,0.87005,0.89273
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,94,16.418052,1.040912,0.714215,35.128956,26.145324,0.41783,0.142143,53.688313,18.122475,0.2864,4,3,3,2.74108,89.294285,293,273,0.0233,0.09,0.97268,-0.02973,1.18823,0.99293,0.8186
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,95,19.312352,1.454287,0.265965,27.306273,12.199853,0.392827,0.241519,31.065387,18.516928,0.483297,1,10,3,2.196597,98.779668,289,244,0.0367,0.1867,1.10378,0.08108,1.38971,0.90288,0.79425
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,96,16.500389,2.261946,0.739961,40.03642,32.01491,0.692728,0.722006,30.913029,14.182359,0.231503,2,9,7,4.697159,98.680852,286,242,0.0467,0.1933,1.14373,0.11859,1.40032,1.01608,0.81677
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,99,33.537534,1.332988,0.177888,23.676627,15.043893,0.583251,0.29296,29.208604,16.888156,0.343392,4,12,7,4.176563,65.582696,273,172,0.09,0.4267,1.30336,0.25526,1.24841,1.05122,1.04402
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,97,21.076944,0.611074,0.750922,44.798687,12.647972,0.411434,0.546917,61.339074,9.173689,0.172239,1,11,8,5.172132,83.142846,295,274,0.0167,0.0867,0.99098,-0.00375,1.33488,1.03601,0.74237
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,100,20.359613,1.314731,0.206479,12.995176,11.279746,0.28885,0.399219,52.492842,7.578713,0.173292,4,12,4,3.674409,61.654209,294,275,0.02,0.0833,1.01793,0.00978,1.38586,1.03546,0.73451
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,101,18.745543,1.94358,0.688304,29.727879,25.209529,0.322461,0.461919,22.057362,8.830697,0.13248,4,10,3,3.52062,90.860677,282,220,0.06,0.2667,1.25932,0.21125,1.35812,0.95302,0.92725
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,102,16.945221,1.724524,0.040368,35.605999,17.588376,0.396199,0.379291,29.936251,15.741631,0.250278,1,7,2,3.562368,90.951445,286,238,0.0467,0.2067,1.15785,0.1257,1.37056,0.93223,0.8448
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,103,30.711304,1.196101,0.179064,36.002867,16.907785,0.667971,0.42196,47.573996,9.331408,0.272436,1,3,6,4.071893,78.971135,167,150,0.4433,0.5,1.28944,0.25081,1.34604,0.98732,0.95795
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,105,18.645668,2.111773,0.85785,47.466187,23.147432,0.250389,0.627372,31.030962,9.961008,0.374613,3,6,6,2.765889,85.890881,285,226,0.05,0.2467,1.2057,0.17387,1.35412,1.03527,0.89039
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,107,35.249406,0.699482,0.644329,40.352624,38.195882,0.193757,0.215374,55.468395,11.559407,0.220663,1,11,7,5.003712,66.659986,136,77,0.5467,0.7433,1.12042,0.13798,1.19817,0.91819,0.93511
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,109,23.317181,1.398015,0.852014,25.186104,28.24826,0.635101,0.214715,29.183631,24.001397,0.316894,4,6,4,3.876701,65.85017,290,242,0.0333,0.1933,1.13739,0.09318,1.31847,0.93547,0.86266
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,111,22.38977,0.93861,0.080716,14.438202,42.756382,0.519798,0.674805,34.804524,12.798969,0.223239,2,12,5,6.63041,98.964266,289,250,0.0367,0.1667,1.08389,0.05091,1.2998,0.93995,0.83389
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,112,21.789846,1.464285,0.312844,32.792293,14.488049,0.652684,0.506865,17.472859,27.929548,0.217906,1,9,7,4.533847,65.391369,276,194,0.08,0.3533,1.0202,0.02589,1.14603,1.02696,0.8902
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,114,31.005065,1.111666,0.045207,14.782682,13.573626,0.17636,0.669118,18.62804,8.060556,0.252031,1,8,2,3.587231,89.556851,282,215,0.06,0.2833,1.00275,0.00498,1.05802,0.98282,0.94775
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,116,22.566451,1.002104,0.827246,29.012004,33.423904,0.680551,0.502907,20.838839,9.643102,0.201561,3,4,8,4.420647,99.002497,284,235,0.0533,0.2167,1.08439,0.08103,1.16108,0.93929,0.93395
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,115,16.760315,1.013747,0.717557,18.616502,21.423171,0.602287,0.736857,46.067554,18.37916,0.165772,3,12,8,2.394612,66.6272,296,275,0.0133,0.0833,0.998,-0.01511,1.45844,1.07345,0.6843
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,117,24.484845,1.795304,0.584415,45.439058,15.903104,0.281572,0.425444,28.871054,15.4362,0.412559,1,7,2,6.212203,77.94656,120,92,0.6,0.6933,1.45597,0.37899,1.40375,1.01266,1.0372
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,118,21.664644,0.84198,0.778551,21.475887,11.025988,0.370406,0.587025,28.199833,12.003028,0.377797,1,4,6,5.874836,70.372811,289,245,0.0367,0.1833,1.08727,0.06119,1.2694,0.91675,0.85653
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,119,33.142939,0.738207,0.079633,39.529875,27.199007,0.281731,0.317731,47.730335,16.664062,0.156221,1,6,3,2.749835,60.847383,138,122,0.54,0.5933,1.21538,0.20828,1.35213,1.00135,0.89887
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,120,16.542594,0.703055,0.892426,25.849892,18.609639,0.310775,0.693033,16.995398,8.704187,0.180514,1,12,3,5.00388,96.02008,285,213,0.05,0.29,0.87431,-0.14406,1.05197,0.95342,0.83112
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,121,24.380467,1.103216,0.621911,26.434156,15.401633,0.328088,0.199063,52.608791,15.516694,0.226543,4,4,2,2.118859,94.104792,293,271,0.0233,0.0967,1.00107,0.00097,1.237,1.002,0.80927
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,123,24.205689,0.682081,0.330008,23.721056,31.955493,0.234219,0.440241,48.766084,9.012131,0.136746,1,6,6,7.404916,74.9139,292,261,0.0267,0.13,0.97206,-0.0249,1.26596,1.04237,0.76784
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,124,19.84953,0.604523,0.320354,15.282658,17.939422,0.290866,0.226913,21.403139,26.484234,0.169552,3,8,4,3.161826,74.937035,289,248,0.0367,0.1733,1.02616,0.01784,1.2326,0.9223,0.83252
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,125,27.03337,2.0951,0.601029,30.712702,14.366872,0.648074,0.65498,36.317996,21.374945,0.344928,3,3,2,3.541451,96.85345,286,228,0.0467,0.24,1.28145,0.23703,1.39546,1.01144,0.91829
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,127,20.99146,1.314361,0.939694,45.270867,21.658114,0.227331,0.542598,20.260567,7.567869,0.444492,1,6,7,4.438408,88.276341,278,211,0.0733,0.2967,1.14426,0.13275,1.15993,1.07363,0.98649
