config_id,PERSONALITY_WEIGHT,TRAIT_DRIFT,TRAIT_SATURATION,LANDMARK_BONUS,HARDSHIP_MAX_BOOST,FLOOR_DECAY_PER_DAY,LANDMARK_PERMANENT,GOAL_BONUS,GOAL_OFF_TASK,GOAL_SWITCH_MARGIN,GOAL_MIN_DAYS,GOAL_REFRACTORY,GOAL_STALL_DAYS,GOAL_SLACK_FOOD,GOAL_SLACK_COND,n_move,n_stay,dead_move,dead_stay,ratio_move,logratio_move,ratio_stay,goal_ratio_move,keep
291,25.700327,0.911476,0.771652,35.298806,43.513988,0.219197,0.419082,42.907289,20.652147,0.400172,3,12,5,4.654818,91.363349,292,250,0.0267,0.1667,0.99761,-0.00097,1.23901,1.01677,0.80517
293,30.683417,1.619091,0.746083,28.825685,13.46288,0.246927,0.220991,22.514164,26.294714,0.156988,1,10,7,2.548535,66.281234,245,150,0.1833,0.5,1.23785,0.20983,1.25595,1.18051,0.98559
292,16.516572,0.829032,0.971351,34.036676,17.137676,0.417377,0.499967,35.912302,19.557753,0.442907,3,7,6,5.12518,79.442406,293,263,0.0233,0.1233,0.96859,-0.02063,1.26113,0.94299,0.76803
295,40.156666,1.488053,0.130793,13.384998,11.236278,0.500594,0.687967,47.722458,20.950017,0.272741,4,4,6,4.16772,75.21658,136,70,0.5467,0.7667,1.42797,0.34664,1.32,1.27906,1.08179
289,24.897454,1.361968,0.398349,12.692417,11.577132,0.285089,0.381813,50.786159,10.71198,0.299163,4,11,4,2.398456,65.270264,290,262,0.0333,0.1267,1.0452,0.03128,1.30501,1.02808,0.80091
297,28.978687,1.790287,0.041728,36.137876,11.446213,0.237759,0.284075,18.363775,9.053423,0.344594,4,8,8,6.966214,92.499427,139,63,0.5367,0.79,1.16111,0.16229,1.0888,1.30397,1.06641
298,49.523954,1.081021,0.736301,12.677625,36.122312,0.693051,0.745016,44.988532,8.73064,0.127596,3,10,7,4.5257,96.31829,84,,0.72,,1.12883,0.11719,,1.1963,
299,18.2456,1.55492,0.811151,28.268788,34.877325,0.553843,0.375568,18.552634,15.861474,0.260009,2,3,2,4.562935,91.615227,273,198,0.09,0.34,0.98099,-0.01294,1.0905,1.01672,0.89958
305,37.287377,0.797106,0.454577,27.673016,20.349906,0.561005,0.672579,31.13238,7.469091,0.140451,3,3,5,3.191658,86.26838,242,154,0.1933,0.4867,1.14553,0.14092,1.22899,1.24277,0.93209
300,21.714569,1.527379,0.324538,13.861534,15.83996,0.270445,0.124846,61.132192,11.858476,0.200094,1,5,2,4.166343,70.027438,296,271,0.0133,0.0967,1.02693,0.02317,1.42743,1.06644,0.71943
304,20.431049,0.845238,0.031598,24.923935,29.571662,0.242198,0.729244,42.849121,14.725962,0.161727,4,12,7,4.496618,89.800011,291,261,0.03,0.13,1.0144,0.00525,1.33341,1.06355,0.76076
307,45.513844,0.741677,0.259038,24.513373,36.098376,0.204701,0.588619,43.917852,13.830674,0.463629,3,4,7,6.781063,75.247281,93,,0.69,,1.09373,0.07819,,1.10728,
303,35.698509,2.259163,0.082376,18.90296,31.532733,0.381955,0.240923,23.473645,13.483139,0.341671,3,8,6,2.395331,60.520818,150,,0.5,,2.11539,0.79575,,1.19116,
308,26.044212,2.383901,0.799314,37.870753,11.772421,0.349565,0.356398,59.559338,7.111893,0.131373,1,8,4,3.771606,63.483453,157,89,0.4767,0.7033,1.31434,0.26184,1.28702,1.22439,1.02123
310,20.398593,1.124159,0.450072,22.070319,11.341379,0.452147,0.741498,38.093659,7.20107,0.481291,4,4,5,6.72077,69.262392,291,256,0.03,0.1467,0.97613,-0.01937,1.2699,0.87714,0.76867
311,32.154592,0.650563,0.144845,25.133365,28.274278,0.248481,0.262746,40.350024,27.763142,0.156778,1,11,3,3.652168,84.001281,289,226,0.0367,0.2467,1.09475,0.07316,1.26339,1.09702,0.86652
312,15.704247,2.085645,0.022824,17.733436,27.320277,0.239246,0.495883,32.101914,24.180558,0.276853,3,9,7,4.724568,61.104477,287,240,0.0433,0.2,1.14566,0.10745,1.37446,0.81813,0.83353
313,31.922932,0.996121,0.480335,17.076829,15.07318,0.178185,0.335382,35.367667,25.831937,0.161433,3,8,5,6.354801,86.469299,284,233,0.0533,0.2233,1.08157,0.05645,1.27576,0.98473,0.84778
309,28.390923,1.18055,0.416707,21.075819,37.75385,0.403228,0.574513,46.096897,8.052572,0.232557,4,9,3,2.688342,72.671925,286,246,0.0467,0.18,1.05787,0.04798,1.2302,1.10681,0.85992
315,27.761324,0.69907,0.666656,27.590553,13.505885,0.2716,0.606071,39.213905,10.551994,0.167517,2,11,8,4.493929,94.549304,287,241,0.0433,0.1967,1.03158,0.01599,1.25645,1.06032,0.82103
317,27.24129,0.851311,0.238723,34.660991,22.216709,0.292482,0.556486,21.409407,23.33957,0.161534,1,6,2,2.951217,70.578885,278,208,0.0733,0.3067,1.02977,0.01539,1.18975,1.1187,0.86554
321,37.100834,0.853767,0.422655,12.710302,18.359104,0.382108,0.605962,21.573656,9.814358,0.398587,1,8,7,4.068127,70.836399,234,155,0.22,0.4833,1.24011,0.21078,1.1675,1.11818,1.06219
322,19.65504,1.610186,0.966064,21.708466,12.889879,0.346563,0.169193,27.120402,13.118389,0.444435,3,9,2,2.763827,83.76831,286,231,0.0467,0.23,1.13824,0.10216,1.27351,0.92702,0.89378
320,42.377304,1.47482,0.447694,18.679529,20.229308,0.545084,0.532163,19.24076,26.708849,0.230915,1,3,7,7.119949,72.432314,109,,0.6367,,1.04639,0.05614,,1.23962,
319,40.252891,0.754355,0.135286,21.684197,13.263735,0.419497,0.619153,36.247621,16.195723,0.366451,4,3,4,2.571549,98.113302,211,132,0.2967,0.56,1.19412,0.16372,1.30996,1.23444,0.91157
327,17.00069,0.894072,0.333506,25.836074,14.27194,0.235701,0.544687,45.779841,16.831316,0.267564,2,12,2,4.866269,61.121714,293,263,0.0233,0.1233,1.03892,0.02292,1.32611,0.95658,0.78344
325,18.670736,1.063216,0.553585,29.03717,21.947126,0.21976,0.776905,28.72978,26.650036,0.185297,3,7,8,3.114391,73.261603,289,242,0.0367,0.1933,1.02836,0.02251,1.30147,0.91564,0.79016
331,51.494837,0.83786,0.19195,15.407446,14.390428,0.184373,0.498681,16.908727,7.276302,0.214412,3,11,8,5.244663,80.223125,70,,0.7667,,0.88627,-0.08989,,1.06989,
328,17.934725,1.199574,0.090821,18.325324,16.258049,0.523546,0.565326,17.335529,8.986615,0.358495,3,3,5,3.215741,98.834856,279,206,0.07,0.3133,1.00288,0.01611,1.08857,0.95799,0.92128
333,31.81724,2.234959,0.79085,28.485666,12.105661,0.389834,0.435035,22.110437,9.210664,0.148078,2,10,2,3.405401,80.008577,109,,0.6367,,1.3788,0.33427,,1.22527,
334,31.8566,0.889229,0.54344,17.139559,35.961487,0.558396,0.219161,25.817793,9.882341,0.216222,2,12,4,4.392185,63.173796,281,220,0.0633,0.2667,1.17419,0.14126,1.2447,1.05577,0.94336
336,26.439113,0.911589,0.921882,19.750523,16.94844,0.198278,0.585964,32.454136,9.390905,0.277729,4,5,4,5.057797,87.743781,284,233,0.0533,0.2233,1.10791,0.08216,1.31116,0.91224,0.84499
335,29.716226,0.634402,0.21971,14.361568,28.716264,0.353567,0.424321,30.177186,20.826717,0.306483,1,7,3,3.64325,68.958097,287,238,0.0433,0.2067,1.1379,0.10317,1.29163,0.95667,0.88099
341,19.677146,0.661502,0.228618,45.162599,11.57787,0.52457,0.320364,19.163463,12.573835,0.15656,3,9,5,4.480754,81.722001,273,206,0.09,0.3133,0.94018,-0.06299,1.0879,1.10859,0.86422
338,18.710925,1.42164,0.432065,34.89641,18.618477,0.681457,0.464293,34.763692,9.069703,0.416697,1,9,2,6.231391,60.402187,283,218,0.0567,0.2733,1.10392,0.08649,1.26473,0.95043,0.87285
340,25.495903,1.099186,0.23084,13.385554,22.022375,0.259017,0.195462,46.119159,17.341774,0.151213,1,3,8,2.483442,85.468951,294,258,0.02,0.14,1.04053,0.02469,1.28429,0.96174,0.8102
339,38.358905,0.90069,0.014238,17.373998,12.407402,0.228841,0.237638,60.533403,10.954429,0.244293,3,6,7,6.779539,83.905028,259,184,0.1367,0.3867,1.08617,0.05643,1.26265,1.1097,0.86023
346,42.039117,0.965416,0.919858,23.995142,19.844213,0.181948,0.248819,46.474435,13.394155,0.430187,4,12,5,2.451111,78.947525,180,92,0.4,0.6933,1.1166,0.08493,1.27211,1.09042,0.87775
345,27.898475,2.146133,0.776423,24.709972,35.397862,0.252379,0.799763,31.653928,27.816038,0.27899,1,3,3,4.659277,92.82354,279,197,0.07,0.3433,1.40057,0.3214,1.43573,1.12993,0.97551
343,28.176202,1.624152,0.54508,31.184224,36.192886,0.298041,0.511994,38.656931,19.219166,0.149804,1,5,3,3.095113,66.675485,278,211,0.0733,0.2967,1.15091,0.15733,1.22153,1.147,0.94219
348,16.955465,1.419094,0.262626,22.436019,21.228944,0.218978,0.298905,39.857411,24.655556,0.28359,2,6,2,3.907716,99.64193,289,259,0.0367,0.1367,1.01264,0.00208,1.34051,0.93553,0.75542
350,34.979156,0.690309,0.248918,14.597402,11.868205,0.318702,0.500171,50.681536,18.285816,0.191511,3,11,3,2.843485,72.573253,292,255,0.0267,0.15,1.05273,0.0411,1.26176,1.09954,0.83433
352,19.214135,1.631966,0.042697,47.819584,35.064176,0.390746,0.390831,48.230654,14.758082,0.381971,2,4,3,2.374878,76.38263,273,241,0.09,0.1967,1.04403,0.05787,1.12275,1.161,0.92989
353,18.139868,0.844613,0.865658,34.506832,24.107455,0.311053,0.65018,22.096706,21.710102,0.213017,1,3,5,4.415777,69.953248,281,208,0.0633,0.3067,1.05107,0.04719,1.18926,1.02575,0.8838
351,44.174298,0.608504,0.258277,23.241485,20.681349,0.266295,0.392467,39.104254,13.362203,0.44336,4,6,2,7.830513,92.243212,151,84,0.4967,0.72,1.17342,0.14861,1.23073,1.13702,0.95344
354,19.096394,0.722077,0.887258,29.695236,14.891912,0.266139,0.238225,36.503564,15.322602,0.136583,4,6,2,2.783966,78.849323,292,265,0.0267,0.1167,0.96378,-0.03576,1.30396,0.92579,0.73912
358,30.693558,0.946945,0.899955,15.988597,38.038671,0.285286,0.447261,52.75838,7.903973,0.149031,4,5,4,5.449592,64.735197,291,259,0.03,0.1367,1.04375,0.03188,1.27324,1.09358,0.81976
359,15.147595,1.432195,0.357462,28.342762,28.192717,0.268917,0.682934,23.843722,16.968186,0.156,4,4,2,2.302766,96.131765,283,227,0.0567,0.2433,1.07207,0.04811,1.26338,0.97456,0.84857
356,38.963422,2.25277,0.851684,13.147991,12.194713,0.266987,0.464872,57.702639,9.287165,0.202462,1,6,7,2.616455,81.110644,158,95,0.4733,0.6833,1.40688,0.33669,1.35835,1.37011,1.03572
360,17.927763,0.9344,0.768664,13.518144,30.897749,0.191857,0.1281,35.267478,8.634198,0.194673,3,8,5,7.265118,97.916076,294,267,0.02,0.11,1.01748,0.00825,1.28624,0.97416,0.79105
362,20.280738,0.833928,0.487863,20.081264,13.264787,0.311,0.660565,29.889273,10.512291,0.311623,3,8,8,2.026553,99.071414,289,246,0.0367,0.18,1.11959,0.08722,1.34654,0.91047,0.83146
357,39.322649,0.653937,0.614073,22.705288,15.596311,0.54078,0.210756,20.363238,11.877288,0.189654,2,11,3,2.033198,61.035237,211,139,0.2967,0.5367,1.04862,0.0572,1.17498,1.07099,0.89246
363,34.856716,1.595484,0.905524,25.237832,27.986064,0.326269,0.339633,41.401654,24.319672,0.386217,4,9,4,4.146519,71.130432,243,159,0.19,0.47,1.21858,0.18168,1.28429,1.1592,0.94883
367,58.963376,0.905254,0.917827,15.263055,42.65109,0.290107,0.51874,17.96956,9.715016,0.295211,1,9,3,5.732773,94.707511,81,,0.73,,0.89281,-0.07393,,0.96291,
365,19.170181,1.607832,0.951204,38.824977,14.327762,0.20142,0.479809,58.589125,17.179927,0.167213,4,8,3,5.722031,70.660798,290,255,0.0333,0.15,0.98479,-0.00743,1.22621,1.02124,0.80312
361,23.662656,1.170215,0.659289,30.221143,12.128035,0.294084,0.41568,60.600701,16.254063,0.413159,1,8,5,5.804707,78.658366,292,254,0.0267,0.1533,1.0167,0.01205,1.21985,1.06919,0.83347
368,19.4312,1.187658,0.715194,16.576343,23.380771,0.181032,0.7515,33.681819,10.621651,0.361066,1,8,5,4.131492,76.521768,282,237,0.06,0.21,1.10713,0.08075,1.32049,0.9058,0.83843
373,18.875504,2.071091,0.970763,26.955329,14.190484,0.361336,0.616952,25.577432,7.926514,0.373814,3,4,7,3.505196,87.105228,281,216,0.0633,0.28,1.20321,0.16695,1.30841,1.03956,0.9196
374,28.811809,1.176645,0.284955,17.647305,22.169488,0.293116,0.607156,25.561926,11.052049,0.332101,2,7,4,2.295857,65.42878,280,218,0.0667,0.2733,1.26207,0.216,1.32576,1.09281,0.95196
376,26.995393,0.87976,0.239353,36.424795,16.220798,0.686551,0.32443,29.338601,8.034231,0.312173,4,10,5,7.762473,92.500661,279,216,0.07,0.28,1.08008,0.05229,1.20807,1.09685,0.89406
369,23.610102,0.815068,0.786843,29.294012,16.952312,0.415493,0.473147,29.082059,14.843351,0.194319,3,8,6,7.979488,70.763821,289,232,0.0367,0.2267,1.00601,-0.00399,1.24321,0.99719,0.8092
377,18.156751,0.96029,0.843274,27.882942,26.146014,0.291243,0.47236,54.196775,13.039066,0.237738,2,10,5,2.661232,65.523604,295,268,0.0167,0.1067,1.01413,0.00787,1.36902,1.03768,0.74078
378,40.803613,0.899034,0.621942,21.978454,33.64404,0.587764,0.464973,40.502378,17.341103,0.374717,1,12,4,3.988452,98.114082,225,163,0.25,0.4567,1.24148,0.19094,1.26348,1.18282,0.98259
372,25.641635,1.474323,0.042174,31.733291,12.826686,0.205384,0.416142,32.635495,15.478078,0.22382,2,12,7,2.94482,71.172079,268,201,0.1067,0.33,1.11469,0.0899,1.20226,1.06461,0.92716
382,22.025676,0.88151,0.669786,16.711542,23.159168,0.457369,0.533743,26.98206,7.641457,0.192322,1,6,8,7.359815,82.35199,280,220,0.0667,0.2667,1.18076,0.15549,1.36384,0.98028,0.86576
375,25.16882,1.580818,0.026582,25.594565,15.801426,0.475295,0.752515,55.338523,15.255632,0.196997,1,9,8,2.787749,61.317864,288,241,0.04,0.1967,1.10561,0.10284,1.19324,1.17076,0.92656
384,39.46832,0.938749,0.623849,33.246281,22.454668,0.519832,0.484862,20.254203,19.057456,0.243939,1,5,4,3.225244,87.585451,95,,0.6833,,0.95045,-0.05794,,1.08742,
386,28.268889,0.621372,0.536214,12.583123,11.743613,0.423407,0.594557,20.244167,8.88913,0.449356,2,7,4,6.654007,93.156675,280,219,0.0667,0.27,0.94809,-0.05773,1.08627,0.87061,0.87279
385,20.044715,1.721585,0.057614,33.686077,14.305736,0.311069,0.588499,62.809528,18.502586,0.487851,3,12,7,6.062524,72.790974,293,252,0.0233,0.16,1.03112,0.02175,1.2816,0.99124,0.80456
389,47.313971,0.633412,0.711589,13.448218,25.327923,0.359921,0.435142,17.71137,8.057013,0.218892,3,4,5,4.410043,76.632372,205,125,0.3167,0.5833,0.92955,-0.06141,1.01579,1.06357,0.9151
388,20.450471,1.615948,0.639943,24.079368,13.964437,0.610302,0.774226,43.863195,8.020295,0.399832,2,5,7,3.540237,91.828146,290,256,0.0333,0.1467,1.04166,0.02691,1.25801,1.08953,0.82802
392,15.064957,0.691554,0.968044,43.135435,25.695537,0.562638,0.391937,41.946058,10.314572,0.235869,2,5,3,2.189169,66.326917,290,256,0.0333,0.1467,0.95132,-0.03961,1.21499,0.98013,0.78299
387,25.924541,0.646149,0.56177,38.098369,18.784175,0.2929,0.621942,36.362873,24.475496,0.25165,4,8,6,6.610385,85.985502,283,241,0.0567,0.1967,0.98937,-0.01959,1.22764,1.05188,0.80591
394,17.938364,0.684928,0.865464,20.977316,19.238376,0.235304,0.422079,34.264336,9.266023,0.181263,2,3,7,3.147173,68.863684,293,265,0.0233,0.1167,1.0163,0.00474,1.30544,0.80796,0.77851
390,20.174681,0.940573,0.769778,14.092165,16.622523,0.676018,0.728245,51.553622,20.995217,0.270462,2,7,3,2.818713,61.61167,294,277,0.02,0.0767,1.0267,0.01612,1.43649,1.14513,0.71472
393,26.821895,1.142436,0.85783,13.580376,13.266863,0.170306,0.232644,17.234379,14.683455,0.126701,4,3,4,4.720216,80.57714,280,199,0.0667,0.3367,0.94084,-0.05972,1.0431,0.93737,0.90197
397,24.075787,1.32973,0.842003,29.96267,22.198257,0.4987,0.691379,21.568479,10.382329,0.1398,4,5,4,5.636175,82.613338,282,205,0.06,0.3167,1.11888,0.10576,1.23479,1.09383,0.90613
398,17.94164,1.093022,0.245513,28.569231,41.002846,0.279147,0.483541,27.200935,7.455431,0.480366,1,4,5,3.228808,99.56424,284,227,0.0533,0.2433,1.12007,0.08205,1.30452,0.97884,0.85861
400,15.914021,2.223787,0.6672,30.374295,29.309155,0.310191,0.109669,18.413111,19.395716,0.490325,4,11,5,6.47096,97.599684,272,171,0.0933,0.43,1.02951,0.02821,1.08182,1.12743,0.95165
403,21.786439,0.600849,0.094284,15.44464,13.055763,0.264524,0.118644,47.477275,10.165211,0.307645,3,12,2,3.000302,62.53993,294,274,0.02,0.0867,1.01333,0.00445,1.32695,1.04782,0.76365
399,23.747103,0.828222,0.615318,14.749133,12.174927,0.199711,0.130826,21.675614,14.90401,0.299366,3,9,7,4.77196,79.543887,283,230,0.0567,0.2333,1.08424,0.06995,1.21965,0.90891,0.88898
404,19.471037,1.276037,0.975076,44.424795,11.860926,0.618889,0.404456,53.771071,9.514844,0.158923,1,5,5,4.469619,92.498428,292,256,0.0267,0.1467,0.9787,-0.00881,1.18974,0.99583,0.82262
406,35.475401,0.957914,0.760888,16.762361,33.176678,0.641595,0.798381,19.845035,10.792498,0.197383,4,11,5,3.634865,60.55585,265,177,0.1167,0.41,1.10546,0.10386,1.15978,1.06938,0.95316
407,20.587299,0.772775,0.113541,47.985558,18.47983,0.322652,0.311818,29.135421,11.38396,0.480867,1,9,2,3.770304,91.115599,277,225,0.0767,0.25,1.05379,0.03973,1.24662,1.01871,0.84532
408,35.944968,0.769583,0.384867,14.107715,12.933039,0.203483,0.764048,37.55641,25.25844,0.432716,4,10,5,7.46747,78.840486,279,228,0.07,0.24,1.11565,0.08204,1.27316,0.97199,0.87628
411,26.578817,0.756216,0.813424,34.161896,42.590341,0.175625,0.213069,45.641876,22.400066,0.152987,2,7,3,2.407099,60.053909,290,252,0.0333,0.16,1.00966,0.01327,1.23136,1.08218,0.81995
405,34.094531,1.388937,0.959257,16.066619,12.1747,0.59038,0.634028,62.110891,18.887867,0.435715,4,3,4,6.238213,85.400562,290,251,0.0333,0.1633,1.07303,0.05813,1.25679,1.17811,0.85378
412,27.70605,0.705653,0.368531,18.513088,33.273684,0.681499,0.585278,40.568975,9.834929,0.491589,1,7,4,5.300675,81.006218,287,243,0.0433,0.19,1.08243,0.05609,1.29317,1.12973,0.83703
413,34.344964,1.054333,0.520127,23.71075,13.447077,0.198592,0.434316,57.697286,9.258105,0.267979,2,11,5,5.022796,77.298188,267,206,0.11,0.3133,1.07496,0.05692,1.23644,1.08446,0.8694
416,41.037924,0.936637,0.44689,19.627609,22.086129,0.58355,0.51756,28.570628,19.528792,0.167457,2,12,4,2.228687,82.531973,159,103,0.47,0.6567,1.3131,0.26282,1.33501,1.32205,0.98359
415,18.381383,2.321141,0.746727,20.265229,16.743319,0.320094,0.3225,19.244408,24.40029,0.253765,3,5,8,2.052706,80.339222,272,179,0.0933,0.4033,1.321,0.30113,1.32295,1.01733,0.99852
414,16.285987,0.994884,0.263451,19.811469,32.295388,0.504482,0.232404,44.542475,7.587987,0.229743,4,3,5,4.526539,66.398959,292,271,0.0267,0.0967,1.01658,0.00681,1.37646,1.01701,0.73854
420,20.550832,1.757517,0.481713,40.811987,11.547506,0.372235,0.167445,34.224235,22.419893,0.249679,1,8,7,5.365944,87.432164,279,205,0.07,0.3167,1.22758,0.1852,1.33741,1.16895,0.91788
421,16.267047,2.325341,0.843284,27.381962,37.93257,0.486483,0.296096,24.221234,7.232029,0.318949,1,10,2,2.813076,98.286504,276,202,0.08,0.3267,1.29953,0.2447,1.35781,1.08389,0.95708
417,15.384684,0.845237,0.522465,14.713106,22.136643,0.235673,0.719141,19.577745,26.713681,0.171668,4,11,4,2.123438,99.812223,283,233,0.0567,0.2233,1.01012,0.01153,1.17055,0.92272,0.86294
427,16.687159,0.925006,0.415554,31.858763,35.215064,0.194789,0.151127,27.400205,26.981216,0.153196,2,6,4,7.903158,82.783828,285,237,0.05,0.21,0.98341,-0.0172,1.22024,1.01442,0.80591
426,16.315876,1.421855,0.310117,17.816057,36.00754,0.374518,0.488816,47.286746,7.618755,0.219981,3,5,8,3.136265,73.732496,295,270,0.0167,0.1,1.02632,0.02144,1.38677,1.06182,0.74008
429,16.482909,1.264484,0.549026,12.585449,16.516105,0.272804,0.546331,29.837039,20.810274,0.125646,4,10,6,5.847913,73.290885,289,250,0.0367,0.1667,1.05383,0.03895,1.35567,0.95251,0.77735
430,31.338935,0.670848,0.55653,20.756843,11.189925,0.308503,0.699784,35.385524,10.724405,0.165383,1,5,3,7.91929,95.775963,287,216,0.0433,0.28,1.17699,0.13876,1.31782,1.0424,0.89313
431,22.58014,1.840419,0.938887,24.564731,13.100129,0.382516,0.776354,51.894221,11.579054,0.169438,3,12,2,4.703083,65.469995,293,257,0.0233,0.1433,1.04038,0.02828,1.27277,0.99303,0.81741
432,24.088777,1.019679,0.16408,27.250508,12.227155,0.378304,0.685511,16.279631,12.327605,0.406603,1,5,3,5.898203,95.846501,269,177,0.1033,0.41,0.97975,-0.02402,1.12169,1.10145,0.87346
435,23.451141,2.260646,0.109864,19.354454,42.517491,0.216892,0.189223,61.965136,14.045342,0.458203,4,4,5,2.567082,78.966357,292,254,0.0267,0.1533,1.0006,-0.00108,1.14219,1.08654,0.87604
436,31.986507,0.693376,0.890285,39.798178,12.956167,0.397211,0.345265,51.32637,7.675004,0.202105,3,7,3,5.97943,84.467661,278,227,0.0733,0.2433,0.98564,-0.01328,1.21742,1.12622,0.80961
433,37.693746,1.531145,0.890675,24.277471,37.662487,0.224041,0.367281,22.966353,8.310665,0.293882,2,5,8,4.845297,64.20685,164,81,0.4533,0.73,1.38669,0.33564,1.22007,1.25677,1.13657
434,22.886866,0.694851,0.737788,33.456892,33.252505,0.469837,0.411228,17.164786,8.572536,0.21673,3,4,2,3.130018,92.981799,274,194,0.0867,0.3533,0.985,-0.00287,1.11348,1.11051,0.88461
437,16.747025,0.765436,0.893368,21.185275,35.29954,0.377868,0.525585,23.092424,20.913354,0.392171,1,7,7,2.688527,93.462366,285,235,0.05,0.2167,1.09293,0.07882,1.27369,1.03112,0.85808
440,17.991105,1.052742,0.022365,16.045834,43.523996,0.451664,0.414151,22.317462,8.721104,0.12638,4,12,5,3.166145,68.494831,285,234,0.05,0.22,1.10916,0.09274,1.26359,0.92698,0.87778
441,24.786977,2.028702,0.606701,26.666581,22.582779,0.53535,0.16404,26.274706,8.863494,0.177708,1,11,6,2.233163,61.490862,285,202,0.05,0.3267,1.37563,0.31796,1.30476,1.17707,1.05432
442,21.277995,1.413822,0.369979,18.887344,20.021987,0.424154,0.367623,51.385609,18.960567,0.20895,1,6,3,4.798206,82.475367,292,248,0.0267,0.1733,1.06824,0.04638,1.35503,1.15538,0.78836
443,15.504794,0.837131,0.915905,17.141183,28.981206,0.185767,0.434419,25.885562,22.580381,0.169403,3,6,4,4.489179,80.198572,289,255,0.0367,0.15,1.04841,0.03282,1.30661,0.95529,0.80239
444,16.604548,1.400772,0.122569,44.340844,42.040824,0.371224,0.520404,40.695579,8.441393,0.129588,3,8,2,4.344594,78.482591,288,254,0.04,0.1533,0.96773,-0.02541,1.19508,1.05725,0.80976
448,24.289332,0.65407,0.39209,18.464682,25.023098,0.266069,0.787051,33.256397,23.071731,0.434058,2,12,3,3.147614,97.301967,289,248,0.0367,0.1733,1.09629,0.06978,1.33313,0.96327,0.82234
450,28.278912,1.470704,0.625444,26.991272,26.51609,0.337182,0.494397,39.487793,10.418024,0.44034,2,3,3,4.943849,85.593377,283,232,0.0567,0.2267,1.11015,0.08247,1.24403,1.04984,0.89238
446,24.714875,2.171128,0.787578,15.159272,33.158137,0.467553,0.73592,34.239721,9.28189,0.419086,1,9,5,2.692191,81.863175,280,209,0.0667,0.3033,1.42517,0.32615,1.4507,1.08444,0.9824
453,19.367539,0.815683,0.506277,13.731927,22.099705,0.23141,0.210103,53.315897,19.756056,0.159043,4,8,3,4.652385,73.390269,297,279,0.01,0.07,0.98923,-0.01356,1.40961,1.0806,0.70178
449,36.4653,0.854807,0.377179,16.660717,20.608769,0.334349,0.116403,34.973371,13.012402,0.149868,4,6,5,7.345782,91.502044,266,206,0.1133,0.3133,1.13921,0.10654,1.27627,1.03084,0.89261
454,33.779846,0.701209,0.457375,22.200164,23.665801,0.401687,0.675348,39.304121,25.061155,0.157124,2,11,6,3.753315,68.93465,287,238,0.0433,0.2067,1.07142,0.05108,1.27714,1.01988,0.83892
