config_id,PERSONALITY_WEIGHT,TRAIT_DRIFT,TRAIT_SATURATION,LANDMARK_BONUS,HARDSHIP_MAX_BOOST,FLOOR_DECAY_PER_DAY,LANDMARK_PERMANENT,GOAL_BONUS,GOAL_OFF_TASK,GOAL_SWITCH_MARGIN,GOAL_MIN_DAYS,GOAL_REFRACTORY,GOAL_STALL_DAYS,GOAL_SLACK_FOOD,GOAL_SLACK_COND,n_move,n_stay,dead_move,dead_stay,ratio_move,logratio_move,ratio_stay,goal_ratio_move,keep
119,33.142939,0.738207,0.079633,39.529875,27.199007,0.281731,0.317731,47.730335,16.664062,0.156221,1,6,3,2.749835,60.847383,168,115,0.44,0.6167,1.04177,0.04655,1.13372,1.10707,0.9189
121,24.380467,1.103216,0.621911,26.434156,15.401633,0.328088,0.199063,52.608791,15.516694,0.226543,4,4,2,2.118859,94.104792,293,260,0.0233,0.1333,1.03103,0.01812,1.22335,1.0779,0.84279
124,19.84953,0.604523,0.320354,15.282658,17.939422,0.290866,0.226913,21.403139,26.484234,0.169552,3,8,4,3.161826,74.937035,285,240,0.05,0.2,1.0495,0.04933,1.23232,0.96006,0.85165
123,24.205689,0.682081,0.330008,23.721056,31.955493,0.234219,0.440241,48.766084,9.012131,0.136746,1,6,6,7.404916,74.9139,291,255,0.03,0.15,1.03438,0.01762,1.28963,1.09239,0.80208
127,20.99146,1.314361,0.939694,45.270867,21.658114,0.227331,0.542598,20.260567,7.567869,0.444492,1,6,7,4.438408,88.276341,267,184,0.11,0.3867,1.10024,0.08993,1.21999,1.14012,0.90184
126,18.455237,0.802898,0.282319,28.564748,29.702965,0.480168,0.408721,44.834173,17.915583,0.333345,3,6,6,5.012065,93.167219,295,265,0.0167,0.1167,0.9574,-0.04751,1.27812,1.09198,0.74906
125,27.03337,2.0951,0.601029,30.712702,14.366872,0.648074,0.65498,36.317996,21.374945,0.344928,3,3,2,3.541451,96.85345,265,193,0.1167,0.3567,1.24434,0.19671,1.35427,1.10718,0.91882
128,19.269293,1.086339,0.290667,47.851157,34.099782,0.69432,0.607058,62.618666,12.330929,0.142377,4,12,5,2.171952,63.169543,284,245,0.0533,0.1833,0.99345,0.01032,1.16631,1.03552,0.85179
130,29.333233,0.778296,0.000883,43.892697,20.759165,0.176203,0.42587,54.416259,27.234965,0.231025,4,8,6,2.657776,86.037432,241,196,0.1967,0.3467,0.9834,-0.00549,1.19886,1.02182,0.82028
131,25.334734,2.197195,0.803965,16.053385,33.817682,0.284004,0.144149,52.037236,11.728378,0.155444,3,6,5,2.501399,86.405272,291,249,0.03,0.17,1.0842,0.08164,1.20534,1.07032,0.8995
132,44.245996,1.47153,0.778244,14.029671,28.589876,0.239466,0.109617,26.394469,18.964217,0.432372,1,4,6,4.559565,89.701191,91,,0.6967,,1.69824,0.54076,,1.35094,
134,28.590197,2.041621,0.105775,29.275922,37.623559,0.184477,0.542604,31.729184,18.379372,0.176541,4,8,7,2.105465,94.208249,254,133,0.1533,0.5567,1.47231,0.3939,1.3956,1.11202,1.05497
136,27.148707,0.903596,0.887876,23.707225,18.238063,0.269636,0.661395,20.480439,8.321426,0.151862,1,5,4,6.041108,83.14329,285,203,0.05,0.3233,1.01986,0.01365,1.11505,0.9739,0.91463
139,33.942058,2.024783,0.280998,27.480299,30.824567,0.431851,0.780518,45.965057,10.088823,0.361664,1,11,6,6.32175,65.281135,81,,0.73,,1.28328,0.25031,,1.11232,
135,28.387343,1.775847,0.936635,26.066443,14.442009,0.31586,0.755416,17.754796,22.841115,0.162628,3,5,6,4.719417,75.254763,262,159,0.1267,0.47,1.07075,0.07806,1.16356,1.17226,0.92023
141,17.900265,0.67692,0.569039,19.19032,15.824207,0.58909,0.264456,29.429286,19.500409,0.211016,1,12,6,2.770821,65.503447,289,250,0.0367,0.1667,1.06799,0.04726,1.33725,0.94028,0.79865
144,30.92367,2.298596,0.336436,27.834074,30.341625,0.532619,0.629288,35.590209,17.277678,0.148975,3,9,6,2.538815,69.067678,198,70,0.34,0.7667,1.41886,0.354,1.45051,1.10312,0.97818
138,22.647056,1.854322,0.642301,24.316126,31.579466,0.434489,0.618167,57.122108,7.709824,0.179873,4,10,3,5.192954,64.617574,292,255,0.0267,0.15,1.03798,0.02918,1.23437,1.08474,0.8409
146,36.782824,0.728693,0.423881,22.627183,33.597709,0.174297,0.308645,20.138977,13.386959,0.498071,2,12,4,4.255215,60.444975,259,181,0.1367,0.3967,1.0288,0.01931,1.10475,1.0776,0.93125
145,27.290506,1.95026,0.545579,15.495824,32.825737,0.418492,0.286242,51.395693,14.447953,0.172225,3,5,3,2.252305,68.693149,288,242,0.04,0.1933,1.05226,0.04759,1.16695,1.04952,0.90171
142,36.188174,0.981513,0.541202,20.381742,24.881381,0.184304,0.246979,46.400389,23.747302,0.219498,4,5,3,2.902768,86.604981,283,236,0.0567,0.2133,1.10582,0.09574,1.27449,1.17056,0.86765
150,21.111049,1.047804,0.974998,28.66321,18.018967,0.616027,0.383459,16.6794,15.038021,0.184276,3,11,8,7.991233,97.925025,272,184,0.0933,0.3867,1.00265,0.02604,1.09955,1.02485,0.91187
151,26.087156,1.665811,0.357245,27.319639,37.646697,0.188804,0.518164,63.517438,25.736429,0.138446,3,9,2,4.710354,73.110045,293,254,0.0233,0.1533,0.99511,0.00027,1.26406,1.0259,0.78724
148,35.258263,0.609452,0.07261,39.149464,16.546821,0.221868,0.228975,26.370402,14.859058,0.354567,2,5,3,2.360401,80.934922,135,67,0.55,0.7767,1.19609,0.17572,1.13005,1.16019,1.05843
155,21.936633,0.712931,0.530418,13.564781,16.091627,0.203777,0.213162,48.860326,19.068392,0.131756,4,9,4,4.480522,87.751965,296,277,0.0133,0.0767,1.00501,-0.00115,1.35317,1.02865,0.74271
157,22.036929,2.162857,0.055714,20.961246,32.685692,0.223642,0.472451,21.912856,10.481498,0.34337,3,9,6,2.427091,80.147541,280,178,0.0667,0.4067,1.43975,0.36605,1.32014,1.18545,1.0906
156,39.290481,0.793135,0.234664,17.37174,41.799134,0.170067,0.317698,58.963597,20.986954,0.187537,4,12,4,6.268271,87.621544,285,239,0.05,0.2033,1.00894,-0.00144,1.23387,1.02137,0.8177
161,16.709104,2.14393,0.083793,42.543653,18.180258,0.246154,0.293915,47.637495,7.529445,0.150404,2,12,8,2.625356,86.36033,287,254,0.0433,0.1533,1.00406,0.00781,1.23659,0.9942,0.81196
162,22.324145,1.088979,0.546435,18.022418,22.477252,0.376504,0.567663,23.658664,23.581573,0.20202,4,9,7,2.044011,65.147657,283,223,0.0567,0.2567,1.16858,0.13154,1.34524,0.96977,0.86868
159,27.833395,2.11602,0.905423,36.482006,29.05943,0.672051,0.758644,27.551203,12.100403,0.184465,1,5,2,3.809207,63.040367,251,151,0.1633,0.4967,1.46155,0.39287,1.51443,1.15461,0.96508
160,25.064795,2.099218,0.241069,32.462493,12.908559,0.470814,0.309118,31.873704,14.646689,0.152339,4,4,4,7.322065,60.343319,251,149,0.1633,0.5033,1.40352,0.33809,1.37789,1.1155,1.0186
166,35.696183,1.326364,0.644116,17.862271,33.734735,0.4062,0.674058,39.729824,15.029777,0.142531,3,3,6,4.242141,64.637064,265,211,0.1167,0.2967,1.1985,0.15034,1.24321,1.14607,0.96403
163,24.190303,0.843967,0.974071,38.295707,15.193986,0.278861,0.554427,31.747293,23.225156,0.305044,2,5,4,3.690438,61.911413,283,235,0.0567,0.2167,1.03887,0.02215,1.23782,0.99589,0.83927
168,30.435912,1.016879,0.087919,37.910275,21.80035,0.51562,0.535054,47.246832,14.794341,0.130987,1,8,3,2.27943,64.544438,201,153,0.33,0.49,1.07671,0.06808,1.24753,1.14746,0.86308
167,28.099387,1.034724,0.572537,45.846775,19.57994,0.434717,0.364895,30.046935,10.114454,0.327611,3,7,6,5.544465,68.432042,125,60,0.5833,0.8,1.16886,0.13913,1.19084,1.11087,0.98155
171,27.204324,1.368147,0.611478,15.75297,12.860372,0.358532,0.325335,16.898158,17.568683,0.309848,3,7,4,2.758194,71.356978,277,184,0.0767,0.3867,0.94534,-0.06173,1.03644,1.12587,0.9121
172,27.908227,0.696185,0.258205,47.049329,16.858977,0.398042,0.14021,61.43496,12.086772,0.14521,3,7,7,4.320453,73.914347,251,185,0.1633,0.3833,0.9797,-0.02279,1.19483,1.00882,0.81995
176,50.337777,0.61538,0.753884,14.504889,27.36379,0.330472,0.430643,20.308987,8.77538,0.217755,3,12,8,5.309934,83.775297,174,103,0.42,0.6567,1.01906,0.01843,1.04787,1.06204,0.97251
174,28.323736,1.235217,0.75835,21.076397,43.308673,0.443044,0.496146,20.311632,11.671299,0.270721,3,7,7,3.414567,82.555877,280,201,0.0667,0.33,1.11542,0.11538,1.21565,1.07795,0.91755
177,18.652769,0.692272,0.624435,31.649884,38.808369,0.644051,0.172976,31.755221,13.672762,0.376818,1,3,4,3.311385,61.043881,287,244,0.0433,0.1867,0.99439,-0.00817,1.336,0.99529,0.74431
183,15.139482,1.397627,0.451671,39.237133,15.548594,0.574252,0.757975,28.239565,16.713762,0.446079,2,6,6,2.280303,71.303672,282,235,0.06,0.2167,1.01436,0.00944,1.24188,1.0106,0.8168
186,39.212004,1.838126,0.141205,13.639438,35.528947,0.378129,0.192493,30.948329,14.725824,0.290345,4,7,3,6.221731,96.504116,119,,0.6033,,1.80365,0.59112,,1.29813,
182,28.639237,0.738794,0.637202,46.685538,27.086594,0.264883,0.343165,25.074949,10.382818,0.43891,1,6,2,2.569813,70.092899,205,113,0.3167,0.6233,1.07956,0.06239,1.19691,1.08855,0.90195
190,33.473593,1.331578,0.931524,41.533196,35.717302,0.534712,0.495007,19.451618,8.153512,0.373474,2,5,4,2.100911,96.716983,77,,0.7433,,1.03403,0.04328,,1.06697,
184,15.112166,1.184886,0.914365,21.156909,41.126805,0.250178,0.226999,33.907079,24.686857,0.362174,1,6,7,2.428157,95.67565,287,253,0.0433,0.1567,1.06979,0.04779,1.39167,0.8376,0.76871
188,32.99929,1.28591,0.182077,22.225075,19.166404,0.332539,0.355034,19.458661,7.412897,0.184878,3,6,4,4.603071,70.199812,223,133,0.2567,0.5567,1.08301,0.08282,1.14751,1.16535,0.94379
193,32.367689,1.038521,0.743881,21.836243,18.722195,0.581904,0.618436,23.69081,21.072011,0.308934,2,8,4,2.157497,72.724816,275,210,0.0833,0.3,1.16725,0.14645,1.22093,1.13652,0.95603
192,25.755905,0.761266,0.375954,38.910756,14.962381,0.20137,0.353291,22.646755,9.273997,0.143014,4,12,4,3.187796,66.235126,277,211,0.0767,0.2967,1.02966,0.02395,1.17018,1.11643,0.87992
189,38.756818,0.718464,0.268153,27.875274,16.765921,0.39037,0.451709,20.876139,11.118267,0.440864,2,7,5,5.737242,63.905063,174,91,0.42,0.6967,1.04111,0.03815,1.08251,1.06316,0.96176
194,23.371512,1.043461,0.362968,30.706516,12.819807,0.611929,0.596934,17.153188,17.58762,0.318398,4,5,8,5.443341,67.550241,275,186,0.0833,0.38,0.94959,-0.05569,1.06592,1.08741,0.89087
196,15.408274,1.83289,0.691072,38.085697,34.146772,0.272025,0.26353,42.750602,7.564478,0.150021,1,4,7,2.079204,70.76273,291,242,0.03,0.1933,0.96726,-0.0318,1.25779,1.2832,0.76902
198,27.709066,1.664184,0.066576,16.10589,18.673354,0.170088,0.190379,25.936232,10.958826,0.462172,2,4,5,5.624616,63.384412,254,173,0.1533,0.4233,1.39565,0.32523,1.3656,1.11741,1.02201
200,40.45993,1.37661,0.693871,15.547339,41.656397,0.248917,0.604012,51.882829,27.155897,0.419701,2,10,4,7.96391,81.542989,233,165,0.2233,0.45,1.15235,0.12742,1.25658,1.08119,0.91706
201,29.483675,1.165311,0.064576,19.190147,41.40994,0.542456,0.294249,21.856393,16.711348,0.451356,1,9,3,7.616609,88.005999,267,178,0.11,0.4067,1.18883,0.17098,1.22476,1.17407,0.97066
199,27.467866,1.901458,0.214233,23.56972,13.281844,0.635617,0.654841,51.522451,11.667563,0.152382,1,6,2,7.372213,90.195736,273,208,0.09,0.3067,1.29674,0.2264,1.33011,1.05401,0.97492
197,32.331784,0.728785,0.876689,24.111446,12.066303,0.197412,0.746198,19.285022,9.138484,0.420095,2,3,8,4.908712,92.928157,274,204,0.0867,0.32,0.97258,-0.03151,1.03683,0.93026,0.93804
205,28.740594,0.887021,0.38282,46.434375,13.143546,0.209953,0.685114,28.590453,8.39546,0.17884,4,5,6,4.847692,66.384078,92,,0.6933,,1.14777,0.12131,,1.16503,
207,38.547628,1.288104,0.645695,14.478002,19.934012,0.313296,0.383283,20.100833,15.015159,0.165811,1,8,5,2.584483,99.143152,179,112,0.4033,0.6267,1.01016,0.02209,1.0758,1.07599,0.93898
204,17.741328,0.981056,0.373859,15.752102,13.640385,0.241261,0.24101,24.030913,18.006099,0.145178,4,4,3,3.280853,61.563864,286,238,0.0467,0.2067,1.10753,0.07951,1.32785,0.8017,0.83408
203,15.165055,1.703548,0.9262,22.053374,12.871351,0.40855,0.694686,60.6941,15.616036,0.199129,4,4,5,3.926517,84.292088,293,268,0.0233,0.1067,1.03629,0.02319,1.29238,1.08197,0.80184
202,15.585262,0.859337,0.063795,21.397842,21.728947,0.189689,0.578393,63.853875,23.895113,0.263328,1,7,6,5.890301,90.100993,297,277,0.01,0.0767,1.00151,-0.00447,1.47888,1.12321,0.67721
208,23.747514,1.188287,0.004409,12.892329,21.502997,0.579218,0.104487,56.556329,17.26802,0.388174,4,8,3,3.105019,66.81396,294,270,0.02,0.1,1.01988,0.00849,1.34425,1.11183,0.7587
206,17.041932,1.222062,0.291261,21.420973,11.838326,0.492718,0.609372,24.250503,10.23854,0.225916,2,4,8,4.312872,63.346637,279,228,0.07,0.24,1.11395,0.08563,1.2501,0.84269,0.89109
209,41.216312,1.04524,0.376391,19.676326,19.515049,0.537188,0.147782,29.266411,22.220291,0.472291,4,7,6,3.047592,78.826159,120,,0.6,,1.38574,0.31243,,1.20029,
211,33.310136,2.313857,0.26697,23.521652,37.543102,0.299372,0.652781,63.156642,8.680512,0.210903,2,5,6,4.912046,65.954395,184,103,0.3867,0.6567,1.2639,0.23561,1.30419,1.14108,0.96911
210,19.976796,2.26587,0.535645,26.717627,39.343048,0.589177,0.477217,52.611063,21.635986,0.220873,3,5,5,4.75752,80.259225,295,258,0.0167,0.14,0.98276,-0.0112,1.17125,1.00989,0.83907
212,35.261692,1.906298,0.686657,27.839008,39.653251,0.184366,0.396783,37.247631,11.725898,0.342909,3,8,6,6.838902,97.070835,103,,0.6567,,1.29391,0.24802,,1.15247,
215,34.550856,0.670494,0.776014,18.003291,30.462208,0.631253,0.664128,16.788908,15.330887,0.141328,2,4,6,7.665518,67.362505,270,192,0.1,0.36,0.90562,-0.09658,1.03976,0.99012,0.871
214,26.931662,1.556998,0.7125,15.191224,25.44913,0.239629,0.628689,29.51289,20.71089,0.170844,2,7,3,5.86659,77.480274,281,217,0.0633,0.2767,1.26483,0.21061,1.39765,1.04143,0.90496
218,38.225476,1.891289,0.4785,17.457368,37.391494,0.273338,0.520746,19.171286,9.802777,0.161535,1,8,5,3.447391,67.942473,163,83,0.4567,0.7233,1.27817,0.26722,1.27594,1.19637,1.00175
217,26.118529,1.385467,0.074997,14.665109,21.87287,0.285695,0.724424,35.259093,13.747157,0.226695,4,4,4,4.953671,91.186807,284,231,0.0533,0.23,1.17142,0.13761,1.32797,1.02889,0.88211
213,16.137619,0.922612,0.32431,14.289954,20.947175,0.362737,0.638365,56.281692,8.775831,0.281933,3,7,7,3.376861,96.618146,297,282,0.01,0.06,1.01236,0.00108,1.46486,1.11753,0.6911
219,24.837764,1.860866,0.502115,29.478992,33.412339,0.594284,0.18743,16.45719,21.28863,0.186792,3,4,3,4.814715,64.387482,268,163,0.1067,0.4567,0.98549,-0.0102,1.05874,1.21884,0.93081
221,20.958009,0.783821,0.654429,22.527028,26.406979,0.195395,0.388119,59.343292,9.86772,0.348627,2,10,7,2.443938,61.00792,295,272,0.0167,0.0933,1.02387,0.01513,1.35641,1.09494,0.75484
216,25.118738,1.097882,0.138927,29.50839,29.8315,0.554854,0.401287,25.366756,11.301376,0.321957,1,8,3,3.306662,71.536826,277,208,0.0767,0.3067,1.17406,0.13702,1.24963,1.09148,0.93953
222,16.730514,0.900403,0.335001,46.483447,29.301614,0.539492,0.650327,18.032308,14.541953,0.283839,2,6,3,2.205292,88.133816,270,204,0.1,0.32,0.93551,-0.06012,1.06214,1.06183,0.88078
223,24.480757,2.138146,0.924064,32.273929,33.516138,0.652563,0.326059,62.94526,26.03635,0.167719,1,10,6,2.574321,80.771033,294,248,0.02,0.1733,1.00539,0.00794,1.22178,1.05154,0.82289
220,19.453766,0.635797,0.819861,38.988208,34.554285,0.386792,0.104008,42.827935,8.950922,0.139084,4,5,5,2.970062,74.524894,290,257,0.0333,0.1433,0.95232,-0.03864,1.21811,1.02303,0.7818
224,40.373222,0.744367,0.555935,22.304244,17.173105,0.266551,0.222667,17.459875,7.764061,0.138785,1,11,6,2.361746,88.614333,211,126,0.2967,0.58,0.94263,-0.06374,0.96874,1.03085,0.97304
225,26.316365,0.72914,0.240713,23.901094,20.665511,0.181784,0.49612,19.927541,9.560847,0.165045,2,12,4,6.157476,80.126753,275,206,0.0833,0.3133,0.98364,-0.01999,1.09582,0.94159,0.89763
228,43.940016,0.942921,0.694496,28.680367,11.454593,0.186056,0.593369,16.320691,8.613239,0.419088,4,12,7,3.315498,69.38607,128,62,0.5733,0.7933,0.95637,-0.02597,1.09155,1.20266,0.87616
227,17.847353,1.142943,0.061627,17.726842,16.217602,0.316829,0.173544,41.009012,13.80019,0.436628,4,4,7,4.594891,92.244471,291,267,0.03,0.11,1.03783,0.02283,1.31438,0.9006,0.78959
230,19.694036,0.741046,0.861168,19.579332,12.988019,0.425293,0.548605,42.811045,16.29417,0.427576,3,7,3,7.136876,94.623136,294,269,0.02,0.1033,1.00114,-0.00859,1.29553,1.0,0.77276
226,25.21877,1.556077,0.560619,15.355404,11.744099,0.251333,0.622582,42.734443,11.453071,0.349846,4,10,8,2.069871,84.495939,287,247,0.0433,0.1767,1.11468,0.0893,1.272,1.12132,0.87632
231,15.509787,1.85205,0.50062,21.405052,12.588292,0.621995,0.196204,44.931879,10.756592,0.143058,3,5,2,2.997497,76.578772,296,269,0.0133,0.1033,1.03918,0.0315,1.37411,0.9471,0.75625
232,41.991396,2.290172,0.901666,18.93364,18.922959,0.199807,0.207472,19.371159,13.503462,0.30502,1,7,4,5.008256,60.015056,96,,0.68,,1.08844,0.09176,,1.21549,
229,16.885809,1.195627,0.389181,23.230174,18.738232,0.483422,0.571988,51.31704,19.175374,0.149383,4,3,6,2.461493,89.64175,293,266,0.0233,0.1133,0.99929,-0.00582,1.24786,1.14941,0.8008
234,31.033483,0.748302,0.838903,28.105893,13.473827,0.537526,0.443687,54.718496,10.571355,0.396431,2,12,6,2.81022,66.777056,294,262,0.02,0.1267,1.02031,0.01996,1.23718,1.11052,0.82471
236,20.983969,2.245284,0.221958,46.328986,29.431135,0.193926,0.578207,36.61494,17.886315,0.356594,2,5,6,2.855822,97.940694,241,167,0.1967,0.4433,1.24982,0.22797,1.24227,1.0913,1.00608
239,28.523491,2.191313,0.265637,36.330444,25.623633,0.190557,0.219052,42.755396,9.308259,0.349865,2,5,8,2.23166,73.172494,128,,0.5733,,1.41025,0.33699,,1.11572,
238,18.837644,2.043749,0.150979,30.362558,20.48361,0.677161,0.208612,24.605276,15.772267,0.300705,4,3,3,4.165937,79.089801,276,203,0.08,0.3233,1.30013,0.24475,1.3059,1.09536,0.99558
237,29.570462,1.406804,0.382984,23.361234,31.985575,0.351304,0.256981,62.25117,10.651132,0.41408,3,8,2,2.927508,83.800674,292,253,0.0267,0.1567,1.02371,0.0342,1.24111,1.06153,0.82483
240,16.277423,1.207639,0.129408,13.156998,24.786377,0.37045,0.417827,36.357652,11.532809,0.389335,4,10,4,7.451449,86.623291,292,268,0.0267,0.1067,1.01174,0.0072,1.31869,0.88353,0.76723
244,42.657587,1.941007,0.948807,15.005007,23.785616,0.455138,0.414213,33.225172,10.608039,0.133417,3,4,4,5.564412,77.558501,67,,0.7767,,1.59196,0.4673,,1.16021,
241,28.43112,0.966452,0.192128,13.093292,11.469478,0.466257,0.596445,55.100386,13.762257,0.372975,1,10,3,4.742954,77.200357,290,250,0.0333,0.1667,1.08018,0.05943,1.28389,1.07919,0.84133
243,28.31887,0.978108,0.731803,30.769108,31.4441,0.215851,0.230787,30.161705,8.027435,0.167163,3,4,2,6.845538,85.183854,284,224,0.0533,0.2533,1.08288,0.05845,1.22907,1.0315,0.88106
247,22.613079,2.07262,0.89968,43.524489,12.234781,0.419873,0.747245,61.572262,7.458128,0.451289,1,7,3,2.959509,73.678296,268,229,0.1067,0.2367,1.09681,0.0848,1.26559,1.10726,0.86665
249,32.679575,0.700966,0.440696,15.451536,27.320584,0.258093,0.184758,17.453922,13.684978,0.170282,3,7,7,3.195173,60.054079,278,199,0.0733,0.3367,0.93417,-0.06752,1.02555,1.02674,0.91089
246,21.367657,1.090603,0.949428,19.758914,21.38099,0.217834,0.734822,27.292641,7.157707,0.167697,2,7,6,2.352872,95.710794,282,237,0.06,0.21,1.1428,0.10135,1.34496,0.92081,0.84969
251,27.903665,1.139252,0.674948,19.46662,24.948001,0.554692,0.277514,18.981297,16.983891,0.173842,4,9,7,2.892225,64.951737,278,198,0.0733,0.34,1.03253,0.02931,1.12155,1.07468,0.92063
245,28.94542,0.633306,0.651586,26.393076,18.685785,0.208331,0.154129,58.045962,27.621622,0.292232,3,9,7,5.749802,84.141897,294,262,0.02,0.1267,1.02624,0.02039,1.27351,1.07575,0.80583
252,23.935813,0.907062,0.037471,49.333844,19.342088,0.438847,0.328553,41.04653,25.384749,0.416714,3,3,5,4.944002,98.926622,259,218,0.1367,0.2733,1.02092,0.02202,1.23422,1.09948,0.82718
253,49.016308,0.642395,0.924897,12.567301,41.961355,0.428463,0.172744,19.302408,10.451721,0.38384,4,7,6,2.193672,89.079364,217,139,0.2767,0.5367,0.92385,-0.07667,1.03762,1.04051,0.89035
255,18.946557,1.664506,0.667519,27.619981,15.845939,0.174284,0.189597,19.022338,23.863704,0.457787,1,6,5,7.013865,82.883935,266,176,0.1133,0.4133,1.00416,0.00364,1.11185,1.06939,0.90314
248,16.105342,1.179717,0.454937,15.885698,17.153294,0.629569,0.540027,52.050891,20.329594,0.181479,4,6,8,5.172341,74.579567,292,274,0.0267,0.0867,1.00388,-0.00163,1.39488,0.99203,0.71969
254,21.772338,0.834345,0.580126,21.284807,21.184794,0.36413,0.537633,32.917093,19.917295,0.193678,3,11,4,2.72507,77.041886,289,248,0.0367,0.1733,1.09677,0.07469,1.36267,0.94295,0.80487
257,29.738593,0.715843,0.520661,13.561486,17.506811,0.501329,0.450926,19.493764,8.735283,0.384769,1,12,2,2.529534,97.371761,282,218,0.06,0.2733,1.10912,0.09156,1.18184,0.9943,0.93847
259,17.786581,0.978676,0.177095,17.17857,22.11861,0.268233,0.548423,30.897348,8.44543,0.392281,2,4,4,2.39539,71.071865,287,251,0.0433,0.1633,1.06316,0.03293,1.33285,0.82983,0.79766
260,27.706252,0.649376,0.122255,24.267092,11.575809,0.438227,0.434288,24.840844,8.002054,0.351778,3,11,7,3.534342,65.689382,284,224,0.0533,0.2533,1.05576,0.04078,1.16102,0.97764,0.90934
264,27.732993,0.642293,0.910996,17.388405,29.974093,0.657299,0.455176,30.698415,15.288326,0.247085,1,8,4,6.177244,80.415493,282,227,0.06,0.2433,1.13742,0.10947,1.32114,1.0492,0.86094
262,16.908459,0.771585,0.733665,49.731844,15.288781,0.437776,0.26207,57.917338,14.52587,0.174921,4,7,3,2.235314,95.000089,288,252,0.04,0.16,0.96808,-0.01623,1.23116,1.07872,0.78631
266,22.42891,0.608381,0.790885,46.230239,35.208922,0.244258,0.411542,38.154406,8.390066,0.142961,3,6,2,2.594761,92.299237,288,253,0.04,0.1567,0.98126,-0.01164,1.2023,1.06012,0.81615
261,30.325537,1.49508,0.036407,14.553614,11.372698,0.243263,0.453151,28.941085,27.771699,0.348064,3,7,2,7.186053,77.31119,184,125,0.3867,0.5833,1.35222,0.28249,1.40933,1.1508,0.95947
267,31.369201,1.769955,0.544963,15.851854,22.21824,0.687358,0.124548,16.365331,24.06424,0.380627,3,5,6,2.185585,65.152843,244,139,0.1867,0.5367,1.03873,0.03803,1.05365,1.24452,0.98585
263,34.132531,0.843667,0.160045,19.405856,20.787629,0.669995,0.429841,22.960905,16.23687,0.383181,1,9,6,5.79279,93.174293,254,174,0.1533,0.42,1.21401,0.19244,1.27109,1.14294,0.9551
265,19.820713,1.177689,0.593174,13.970494,24.184028,0.220844,0.384377,47.679536,7.137213,0.234755,4,4,6,5.857348,77.964289,292,273,0.0267,0.09,1.02431,0.00601,1.34158,0.91445,0.76351
271,28.088779,0.604656,0.552187,37.510751,26.344218,0.287698,0.758438,22.636936,13.023243,0.223426,2,6,8,6.184476,70.839862,275,211,0.0833,0.2967,1.05718,0.04517,1.22306,1.07082,0.86437
268,26.769893,1.639747,0.573787,17.934856,18.819093,0.210185,0.265303,30.289912,25.096318,0.210609,4,11,2,7.118986,92.810839,280,203,0.0667,0.3233,1.25639,0.20118,1.33744,1.11066,0.9394
270,31.633671,0.89865,0.438498,20.095943,25.983792,0.222548,0.130948,46.184388,11.146014,0.42632,3,10,6,5.682007,78.543018,289,251,0.0367,0.1633,1.06682,0.04503,1.25982,1.06133,0.84681
274,19.055428,1.790233,0.25476,15.149693,29.09807,0.54798,0.665267,23.35251,18.197632,0.484702,2,4,2,7.648498,62.252534,277,213,0.0767,0.29,1.23001,0.20009,1.33535,0.94126,0.92112
275,18.993671,2.294101,0.059334,41.277162,19.720703,0.492503,0.481538,38.857219,26.78353,0.126856,2,9,3,2.075717,68.62872,282,227,0.06,0.2433,1.10614,0.09404,1.26336,1.05263,0.87555
276,28.968665,0.724065,0.237888,37.720379,11.020114,0.673977,0.742503,24.121148,8.250686,0.366047,2,8,3,4.210059,95.043027,272,204,0.0933,0.32,1.05637,0.03998,1.15558,1.12998,0.91414
277,46.740012,1.043774,0.611963,15.30474,20.991195,0.634669,0.401381,48.480945,13.105367,0.213377,1,12,8,3.57547,97.911499,91,60,0.6967,0.8,1.2641,0.21123,1.3232,1.17398,0.95533
278,17.062194,1.060941,0.650272,23.047129,33.069835,0.50499,0.624534,17.167533,9.648381,0.415972,2,9,2,2.504077,81.245834,275,206,0.0833,0.3133,0.89852,-0.10074,1.05686,0.90105,0.85018
279,30.393069,0.617266,0.686741,41.493262,16.435568,0.59792,0.670638,27.981887,26.398037,0.217978,1,6,2,4.404203,73.334657,281,209,0.0633,0.3033,1.10508,0.08224,1.22495,1.13147,0.90214
284,18.539818,1.35567,0.59696,26.586087,23.192529,0.550378,0.187799,17.694482,26.583601,0.197965,4,11,2,3.265162,67.561564,275,192,0.0833,0.36,0.94654,-0.05443,1.06053,1.12366,0.89252
281,29.107909,0.689465,0.106515,13.569456,15.293648,0.402777,0.382225,49.910513,23.319129,0.266831,3,12,8,7.446659,98.075861,293,263,0.0233,0.1233,1.04312,0.02717,1.31515,1.0505,0.79316
282,33.383183,1.816783,0.192256,29.776332,21.176503,0.26877,0.730742,37.083897,19.546956,0.214936,2,5,5,3.860648,65.282816,108,,0.64,,1.42381,0.34658,,1.20942,
288,43.933155,0.818941,0.422541,14.334204,16.205077,0.662732,0.527957,32.296343,7.98573,0.260442,2,9,6,2.764332,95.339499,131,87,0.5633,0.71,1.33206,0.28177,1.42071,1.22793,0.9376
290,45.318145,1.053816,0.437992,18.800517,23.990643,0.69766,0.660019,16.52193,15.496563,0.283613,2,5,3,5.930076,94.773927,120,61,0.6,0.7967,0.97756,0.00385,1.07829,1.22787,0.90658
